r,l,f,y,Demand
RE1,S21,PUBWAT,2021,0.4668
RE1,S21,PUBWAT,2022,0.4994
RE1,S21,PUBWAT,2023,0.5328
RE1,S21,PUBWAT,2024,0.5676
RE1,S21,PUBWAT,2025,0.6041
RE1,S21,PUBWAT,2026,0.642
RE1,S21,PUBWAT,2027,0.6811
RE1,S21,PUBWAT,2028,0.7225
RE1,S21,PUBWAT,2029,0.7652
RE1,S21,PUBWAT,2030,0.81
RE1,S21,PUBWAT,2031,0.8567
RE1,S21,PUBWAT,2032,0.9051
RE1,S21,PUBWAT,2033,0.9557
RE1,S21,PUBWAT,2034,1.0085
RE1,S21,PUBWAT,2035,1.0639
RE1,S22,ELC002,2020,27.54
RE1,S22,ELC002,2021,29.58
RE1,S22,ELC002,2022,32.13
RE1,S22,ELC002,2023,34.85
RE1,S22,ELC002,2024,37.57
RE1,S22,ELC002,2025,40.46
RE1,S22,ELC002,2026,43.69
RE1,S22,ELC002,2027,46.92
RE1,S22,ELC002,2028,50.32
RE1,S22,ELC002,2029,54.06
RE1,S22,ELC002,2030,57.97
RE1,S22,ELC002,2031,62.05
RE1,S22,ELC002,2032,66.47
RE1,S22,ELC002,2033,71.06
RE1,S22,ELC002,2034,75.99
RE1,S22,ELC002,2035,81.09
RE1,S22,PUBWAT,2020,0.0575
RE1,S22,PUBWAT,2021,0.0615
RE1,S22,PUBWAT,2022,0.0658
RE1,S22,PUBWAT,2023,0.0702
RE1,S22,PUBWAT,2024,0.0748
RE1,S22,PUBWAT,2025,0.0796
RE1,S22,PUBWAT,2026,0.0846
RE1,S22,PUBWAT,2027,0.0898
RE1,S22,PUBWAT,2028,0.0952
RE1,S22,PUBWAT,2029,0.1009
RE1,S22,PUBWAT,2030,0.1068
RE1,S22,PUBWAT,2031,0.1129
RE1,S22,PUBWAT,2032,0.1193
RE1,S22,PUBWAT,2033,0.126
RE1,S22,PUBWAT,2034,0.1329
RE1,S22,PUBWAT,2035,0.1402
