t,f,m,y,l,r,RateOfProductionByTechnology
PWRHYD,ELC001,1,2028,S21,RE1,38.718
PWRHYD,ELC001,1,2029,S21,RE1,38.7615
PWRHYD,ELC001,1,2030,S21,RE1,38.8913
PWRHYD,ELC001,1,2031,S21,RE1,38.8892
PWRHYD,ELC001,1,2032,S21,RE1,38.8764
PWRHYD,ELC001,1,2033,S21,RE1,39.0148
PWRHYD,ELC001,1,2034,S21,RE1,39.1219
PWRHYD,ELC001,1,2035,S21,RE1,39.2619
PWRSOL,ELC002,1,2020,S21,RE1,8.1994
PWRSOL,ELC002,1,2021,S21,RE1,8.1994
PWRSOL,ELC002,1,2022,S21,RE1,8.1994
PWRSOL,ELC002,1,2023,S21,RE1,8.1994
PWRSOL,ELC002,1,2024,S21,RE1,8.1994
PWRSOL,ELC002,1,2025,S21,RE1,8.1994
PWRSOL,ELC002,1,2026,S21,RE1,8.1994
PWRSOL,ELC002,1,2027,S21,RE1,8.1994
PWRSOL,ELC002,1,2028,S21,RE1,8.1994
PWRSOL,ELC002,1,2029,S21,RE1,8.1994
PWRSOL,ELC002,1,2030,S21,RE1,8.1994
PWRSOL,ELC002,1,2031,S21,RE1,8.1994
PWRSOL,ELC002,1,2032,S21,RE1,8.1994
PWRSOL,ELC002,1,2033,S21,RE1,8.1994
PWRSOL,ELC002,1,2034,S21,RE1,8.1994
PWRSOL,ELC002,1,2035,S21,RE1,8.1994
PWRTRN,ELC002,1,2020,S21,RE1,198.8327
PWRTRN,ELC002,1,2021,S21,RE1,214.2434
PWRTRN,ELC002,1,2022,S21,RE1,233.4193
PWRTRN,ELC002,1,2023,S21,RE1,253.8466
PWRTRN,ELC002,1,2024,S21,RE1,274.2372
PWRTRN,ELC002,1,2025,S21,RE1,295.8942
PWRTRN,ELC002,1,2026,S21,RE1,320.0343
PWRTRN,ELC002,1,2027,S21,RE1,344.1887
PWRTRN,ELC002,1,2028,S21,RE1,369.612
PWRTRN,ELC002,1,2029,S21,RE1,397.5296
PWRTRN,ELC002,1,2030,S21,RE1,426.7
PWRTRN,ELC002,1,2031,S21,RE1,456.9902
PWRTRN,ELC002,1,2032,S21,RE1,489.774
PWRTRN,ELC002,1,2033,S21,RE1,523.8224
PWRTRN,ELC002,1,2034,S21,RE1,560.3661
PWRTRN,ELC002,1,2035,S21,RE1,598.1818
PWRWND,ELC001,1,2020,S21,RE1,17.5025
PWRWND,ELC001,1,2021,S21,RE1,27.8141
PWRWND,ELC001,1,2022,S21,RE1,40.4591
PWRWND,ELC001,1,2023,S21,RE1,54.6257
PWRWND,ELC001,1,2024,S21,RE1,69.9048
PWRWND,ELC001,1,2025,S21,RE1,86.8452
PWRWND,ELC001,1,2026,S21,RE1,106.1076
PWRWND,ELC001,1,2027,S21,RE1,126.7098
PWRWND,ELC001,1,2028,S21,RE1,152.7608
PWRWND,ELC001,1,2029,S21,RE1,178.3357
PWRWND,ELC001,1,2030,S21,RE1,210.1204
PWRWND,ELC001,1,2031,S21,RE1,241.1972
PWRWND,ELC001,1,2032,S21,RE1,278.7575
PWRWND,ELC001,1,2033,S21,RE1,315.3295
PWRWND,ELC001,1,2034,S21,RE1,360.7649
PWRWND,ELC001,1,2035,S21,RE1,404.2537
RSCHYD,HYD,1,2020,S21,RE1,38.424
RSCHYD,HYD,1,2021,S21,RE1,38.456
RSCHYD,HYD,1,2022,S21,RE1,38.4903
RSCHYD,HYD,1,2023,S21,RE1,38.5275
RSCHYD,HYD,1,2024,S21,RE1,38.5621
RSCHYD,HYD,1,2025,S21,RE1,38.6047
RSCHYD,HYD,1,2026,S21,RE1,38.6395
RSCHYD,HYD,1,2027,S21,RE1,38.6778
RSCHYD,HYD,1,2028,S21,RE1,38.718
RSCHYD,HYD,1,2029,S21,RE1,38.7615
RSCHYD,HYD,1,2030,S21,RE1,38.8913
RSCHYD,HYD,1,2031,S21,RE1,38.8892
RSCHYD,HYD,1,2032,S21,RE1,38.8764
RSCHYD,HYD,1,2033,S21,RE1,39.0148
RSCHYD,HYD,1,2034,S21,RE1,39.1219
RSCHYD,HYD,1,2035,S21,RE1,39.2618
RSCHYD,WTRSUR,1,2020,S21,RE1,109.7829
RSCHYD,WTRSUR,1,2021,S21,RE1,109.8744
RSCHYD,WTRSUR,1,2022,S21,RE1,109.9724
RSCHYD,WTRSUR,1,2023,S21,RE1,110.0786
RSCHYD,WTRSUR,1,2024,S21,RE1,110.1774
RSCHYD,WTRSUR,1,2025,S21,RE1,110.2992
RSCHYD,WTRSUR,1,2026,S21,RE1,110.3985
RSCHYD,WTRSUR,1,2027,S21,RE1,110.508
RSCHYD,WTRSUR,1,2028,S21,RE1,110.6229
RSCHYD,WTRSUR,1,2029,S21,RE1,110.7472
RSCHYD,WTRSUR,1,2030,S21,RE1,111.1179
RSCHYD,WTRSUR,1,2031,S21,RE1,111.112
RSCHYD,WTRSUR,1,2032,S21,RE1,111.0753
RSCHYD,WTRSUR,1,2033,S21,RE1,111.471
RSCHYD,WTRSUR,1,2034,S21,RE1,111.7768
RSCHYD,WTRSUR,1,2035,S21,RE1,112.1767
RSCLND,LND,1,2020,S21,RE1,300.0
RSCLND,LND,1,2021,S21,RE1,300.0
RSCLND,LND,1,2022,S21,RE1,300.0
RSCLND,LND,1,2023,S21,RE1,300.0
RSCLND,LND,1,2024,S21,RE1,300.0
RSCLND,LND,1,2025,S21,RE1,300.0
RSCLND,LND,1,2026,S21,RE1,300.0
RSCLND,LND,1,2027,S21,RE1,300.0
RSCLND,LND,1,2028,S21,RE1,300.0
RSCLND,LND,1,2029,S21,RE1,300.0
RSCLND,LND,1,2030,S21,RE1,300.0
RSCLND,LND,1,2031,S21,RE1,300.0
RSCLND,LND,1,2032,S21,RE1,300.0
RSCLND,LND,1,2033,S21,RE1,300.0
RSCLND,LND,1,2034,S21,RE1,300.0
RSCLND,LND,1,2035,S21,RE1,300.0
RSCPRC,WTRPRC,1,2020,S21,RE1,360.0
RSCPRC,WTRPRC,1,2021,S21,RE1,360.0
RSCPRC,WTRPRC,1,2022,S21,RE1,360.0
RSCPRC,WTRPRC,1,2023,S21,RE1,360.0
RSCPRC,WTRPRC,1,2024,S21,RE1,360.0
RSCPRC,WTRPRC,1,2025,S21,RE1,360.0
RSCPRC,WTRPRC,1,2026,S21,RE1,360.0
RSCPRC,WTRPRC,1,2027,S21,RE1,360.0
RSCPRC,WTRPRC,1,2028,S21,RE1,360.0
RSCPRC,WTRPRC,1,2029,S21,RE1,360.0
RSCPRC,WTRPRC,1,2030,S21,RE1,360.0
RSCPRC,WTRPRC,1,2031,S21,RE1,360.0
RSCPRC,WTRPRC,1,2032,S21,RE1,360.0
RSCPRC,WTRPRC,1,2033,S21,RE1,360.0
RSCPRC,WTRPRC,1,2034,S21,RE1,360.0
RSCPRC,WTRPRC,1,2035,S21,RE1,360.0
RSCSOL,SOL,1,2020,S21,RE1,8.1994
RSCSOL,SOL,1,2021,S21,RE1,8.1994
RSCSOL,SOL,1,2022,S21,RE1,8.1994
RSCSOL,SOL,1,2023,S21,RE1,8.1994
RSCSOL,SOL,1,2024,S21,RE1,8.1994
RSCSOL,SOL,1,2025,S21,RE1,8.1994
RSCSOL,SOL,1,2026,S21,RE1,8.1994
RSCSOL,SOL,1,2027,S21,RE1,8.1994
RSCSOL,SOL,1,2028,S21,RE1,8.1994
RSCSOL,SOL,1,2029,S21,RE1,8.1994
RSCSOL,SOL,1,2030,S21,RE1,8.1994
RSCSOL,SOL,1,2031,S21,RE1,8.1994
RSCSOL,SOL,1,2032,S21,RE1,8.1994
RSCSOL,SOL,1,2033,S21,RE1,8.1994
RSCSOL,SOL,1,2034,S21,RE1,8.1994
RSCSOL,SOL,1,2035,S21,RE1,8.1994
RSCWND,WND,1,2020,S21,RE1,17.5025
RSCWND,WND,1,2021,S21,RE1,27.8141
RSCWND,WND,1,2022,S21,RE1,40.4591
RSCWND,WND,1,2023,S21,RE1,54.6257
RSCWND,WND,1,2024,S21,RE1,69.9048
RSCWND,WND,1,2025,S21,RE1,86.8452
RSCWND,WND,1,2026,S21,RE1,106.1076
RSCWND,WND,1,2027,S21,RE1,126.7098
RSCWND,WND,1,2028,S21,RE1,152.7608
RSCWND,WND,1,2029,S21,RE1,178.3357
RSCWND,WND,1,2030,S21,RE1,210.1204
RSCWND,WND,1,2031,S21,RE1,241.1972
RSCWND,WND,1,2032,S21,RE1,278.7575
RSCWND,WND,1,2033,S21,RE1,315.3295
RSCWND,WND,1,2034,S21,RE1,360.7649
RSCWND,WND,1,2035,S21,RE1,404.2537
UPSWTRSUR,WTRSUR,1,2020,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2021,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2022,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2023,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2024,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2025,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2026,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2027,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2028,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2029,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2030,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2031,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2032,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2033,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2034,S21,RE1,0.0
UPSWTRSUR,WTRSUR,1,2035,S21,RE1,0.0
DEMAGRDSL,AGRDSL,1,2020,S22,RE1,2.0597
DEMAGRDSL,AGRDSL,1,2021,S22,RE1,2.1353
DEMAGRDSL,AGRDSL,1,2022,S22,RE1,2.2212
DEMAGRDSL,AGRDSL,1,2023,S22,RE1,2.3064
DEMAGRDSL,AGRDSL,1,2024,S22,RE1,2.3932
DEMAGRDSL,AGRDSL,1,2025,S22,RE1,2.4916
DEMAGRDSL,AGRDSL,1,2026,S22,RE1,2.5788
DEMAGRDSL,AGRDSL,1,2027,S22,RE1,2.6672
DEMAGRDSL,AGRDSL,1,2028,S22,RE1,2.7676
DEMAGRDSL,AGRDSL,1,2029,S22,RE1,2.8684
DEMAGRDSL,AGRDSL,1,2030,S22,RE1,2.9704
DEMAGRDSL,AGRDSL,1,2031,S22,RE1,3.0468
DEMAGRDSL,AGRDSL,1,2032,S22,RE1,3.1236
DEMAGRDSL,AGRDSL,1,2033,S22,RE1,3.2009
DEMAGRDSL,AGRDSL,1,2034,S22,RE1,3.2782
DEMAGRDSL,AGRDSL,1,2035,S22,RE1,3.3571
DEMAGRGWTWAT,AGRWAT,1,2020,S22,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2021,S22,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2022,S22,RE1,0.1163
DEMAGRGWTWAT,AGRWAT,1,2023,S22,RE1,0.245
DEMAGRGWTWAT,AGRWAT,1,2024,S22,RE1,0.21
DEMAGRGWTWAT,AGRWAT,1,2025,S22,RE1,0.175
DEMAGRGWTWAT,AGRWAT,1,2026,S22,RE1,0.14
DEMAGRGWTWAT,AGRWAT,1,2027,S22,RE1,0.105
DEMAGRGWTWAT,AGRWAT,1,2028,S22,RE1,0.07
DEMAGRGWTWAT,AGRWAT,1,2029,S22,RE1,0.035
DEMAGRGWTWAT,AGRWAT,1,2030,S22,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2031,S22,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2032,S22,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2033,S22,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2034,S22,RE1,0.0
DEMAGRGWTWAT,AGRWAT,1,2035,S22,RE1,0.0
DEMAGRSURWAT,AGRWAT,1,2020,S22,RE1,0.3494
DEMAGRSURWAT,AGRWAT,1,2021,S22,RE1,0.5081
DEMAGRSURWAT,AGRWAT,1,2022,S22,RE1,0.56
DEMAGRSURWAT,AGRWAT,1,2023,S22,RE1,0.5988
DEMAGRSURWAT,AGRWAT,1,2024,S22,RE1,0.8026
DEMAGRSURWAT,AGRWAT,1,2025,S22,RE1,1.0137
DEMAGRSURWAT,AGRWAT,1,2026,S22,RE1,1.2178
DEMAGRSURWAT,AGRWAT,1,2027,S22,RE1,1.4225
DEMAGRSURWAT,AGRWAT,1,2028,S22,RE1,1.6348
DEMAGRSURWAT,AGRWAT,1,2029,S22,RE1,1.8479
DEMAGRSURWAT,AGRWAT,1,2030,S22,RE1,2.0612
DEMAGRSURWAT,AGRWAT,1,2031,S22,RE1,2.1128
DEMAGRSURWAT,AGRWAT,1,2032,S22,RE1,2.1649
DEMAGRSURWAT,AGRWAT,1,2033,S22,RE1,2.2173
DEMAGRSURWAT,AGRWAT,1,2034,S22,RE1,2.2698
DEMAGRSURWAT,AGRWAT,1,2035,S22,RE1,2.3233
DEMPUBGWTWAT,PUBWAT,1,2020,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2021,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2022,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2023,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2024,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2025,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2026,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2027,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2028,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2029,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2030,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2031,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2032,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2033,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2034,S22,RE1,0.0
DEMPUBGWTWAT,PUBWAT,1,2035,S22,RE1,0.0
DEMPUBSURWAT,PUBWAT,1,2020,S22,RE1,0.3483
DEMPUBSURWAT,PUBWAT,1,2021,S22,RE1,0.373
DEMPUBSURWAT,PUBWAT,1,2022,S22,RE1,0.399
DEMPUBSURWAT,PUBWAT,1,2023,S22,RE1,0.4257
DEMPUBSURWAT,PUBWAT,1,2024,S22,RE1,0.4534
DEMPUBSURWAT,PUBWAT,1,2025,S22,RE1,0.4826
DEMPUBSURWAT,PUBWAT,1,2026,S22,RE1,0.5129
DEMPUBSURWAT,PUBWAT,1,2027,S22,RE1,0.5442
DEMPUBSURWAT,PUBWAT,1,2028,S22,RE1,0.5772
DEMPUBSURWAT,PUBWAT,1,2029,S22,RE1,0.6113
DEMPUBSURWAT,PUBWAT,1,2030,S22,RE1,0.6471
DEMPUBSURWAT,PUBWAT,1,2031,S22,RE1,0.6844
DEMPUBSURWAT,PUBWAT,1,2032,S22,RE1,0.723
DEMPUBSURWAT,PUBWAT,1,2033,S22,RE1,0.7635
DEMPUBSURWAT,PUBWAT,1,2034,S22,RE1,0.8057
DEMPUBSURWAT,PUBWAT,1,2035,S22,RE1,0.85
DEMPWRSURWAT,PWRWAT,1,2020,S22,RE1,0.0336
DEMPWRSURWAT,PWRWAT,1,2021,S22,RE1,0.0342
DEMPWRSURWAT,PWRWAT,1,2022,S22,RE1,0.0349
DEMPWRSURWAT,PWRWAT,1,2023,S22,RE1,0.0355
DEMPWRSURWAT,PWRWAT,1,2024,S22,RE1,0.0359
DEMPWRSURWAT,PWRWAT,1,2025,S22,RE1,0.0362
DEMPWRSURWAT,PWRWAT,1,2026,S22,RE1,0.0363
DEMPWRSURWAT,PWRWAT,1,2027,S22,RE1,0.0362
DEMPWRSURWAT,PWRWAT,1,2028,S22,RE1,0.0349
DEMPWRSURWAT,PWRWAT,1,2029,S22,RE1,0.0342
DEMPWRSURWAT,PWRWAT,1,2030,S22,RE1,0.0298
DEMPWRSURWAT,PWRWAT,1,2031,S22,RE1,0.0292
DEMPWRSURWAT,PWRWAT,1,2032,S22,RE1,0.0236
DEMPWRSURWAT,PWRWAT,1,2033,S22,RE1,0.0218
DEMPWRSURWAT,PWRWAT,1,2034,S22,RE1,0.0197
DEMPWRSURWAT,PWRWAT,1,2035,S22,RE1,0.017
DEMTRABIO,TRABIO,1,2020,S22,RE1,9.9997
DEMTRABIO,TRABIO,1,2021,S22,RE1,10.3002
DEMTRABIO,TRABIO,1,2022,S22,RE1,10.5998
DEMTRABIO,TRABIO,1,2023,S22,RE1,10.9003
DEMTRABIO,TRABIO,1,2024,S22,RE1,11.1999
DEMTRABIO,TRABIO,1,2025,S22,RE1,11.5999
DEMTRABIO,TRABIO,1,2026,S22,RE1,11.9004
DEMTRABIO,TRABIO,1,2027,S22,RE1,12.2
DEMTRABIO,TRABIO,1,2028,S22,RE1,12.6001
DEMTRABIO,TRABIO,1,2029,S22,RE1,13.0001
DEMTRABIO,TRABIO,1,2030,S22,RE1,13.4002
DEMTRABIO,TRABIO,1,2031,S22,RE1,13.8002
DEMTRABIO,TRABIO,1,2032,S22,RE1,14.2003
DEMTRABIO,TRABIO,1,2033,S22,RE1,14.6004
DEMTRABIO,TRABIO,1,2034,S22,RE1,15.0004
DEMTRABIO,TRABIO,1,2035,S22,RE1,15.3996
LNDBLT,LBLT,1,2020,S22,RE1,15.0
LNDBLT,LBLT,1,2021,S22,RE1,15.2
LNDBLT,LBLT,1,2022,S22,RE1,15.3
LNDBLT,LBLT,1,2023,S22,RE1,15.5
LNDBLT,LBLT,1,2024,S22,RE1,15.6
LNDBLT,LBLT,1,2025,S22,RE1,15.8
LNDBLT,LBLT,1,2026,S22,RE1,15.9
LNDBLT,LBLT,1,2027,S22,RE1,16.1
LNDBLT,LBLT,1,2028,S22,RE1,16.2
LNDBLT,LBLT,1,2029,S22,RE1,16.4
LNDBLT,LBLT,1,2030,S22,RE1,16.6
LNDBLT,LBLT,1,2031,S22,RE1,16.7
LNDBLT,LBLT,1,2032,S22,RE1,16.9
LNDBLT,LBLT,1,2033,S22,RE1,17.1
LNDBLT,LBLT,1,2034,S22,RE1,17.2
LNDBLT,LBLT,1,2035,S22,RE1,17.4
LNDBLT,WTREVT,1,2020,S22,RE1,11.25
LNDBLT,WTREVT,1,2021,S22,RE1,11.4
LNDBLT,WTREVT,1,2022,S22,RE1,11.475
LNDBLT,WTREVT,1,2023,S22,RE1,11.625
LNDBLT,WTREVT,1,2024,S22,RE1,11.7
LNDBLT,WTREVT,1,2025,S22,RE1,11.85
LNDBLT,WTREVT,1,2026,S22,RE1,11.925
LNDBLT,WTREVT,1,2027,S22,RE1,12.075
LNDBLT,WTREVT,1,2028,S22,RE1,12.15
LNDBLT,WTREVT,1,2029,S22,RE1,12.3
LNDBLT,WTREVT,1,2030,S22,RE1,12.45
LNDBLT,WTREVT,1,2031,S22,RE1,12.525
LNDBLT,WTREVT,1,2032,S22,RE1,12.675
LNDBLT,WTREVT,1,2033,S22,RE1,12.825
LNDBLT,WTREVT,1,2034,S22,RE1,12.9
LNDBLT,WTREVT,1,2035,S22,RE1,13.05
LNDBLT,WTRGWT,1,2020,S22,RE1,0.6
LNDBLT,WTRGWT,1,2021,S22,RE1,0.608
LNDBLT,WTRGWT,1,2022,S22,RE1,0.612
LNDBLT,WTRGWT,1,2023,S22,RE1,0.62
LNDBLT,WTRGWT,1,2024,S22,RE1,0.624
LNDBLT,WTRGWT,1,2025,S22,RE1,0.632
LNDBLT,WTRGWT,1,2026,S22,RE1,0.636
LNDBLT,WTRGWT,1,2027,S22,RE1,0.644
LNDBLT,WTRGWT,1,2028,S22,RE1,0.648
LNDBLT,WTRGWT,1,2029,S22,RE1,0.656
LNDBLT,WTRGWT,1,2030,S22,RE1,0.664
LNDBLT,WTRGWT,1,2031,S22,RE1,0.668
LNDBLT,WTRGWT,1,2032,S22,RE1,0.676
LNDBLT,WTRGWT,1,2033,S22,RE1,0.684
LNDBLT,WTRGWT,1,2034,S22,RE1,0.688
LNDBLT,WTRGWT,1,2035,S22,RE1,0.696
LNDBLT,WTRRUN,1,2020,S22,RE1,6.15
LNDBLT,WTRRUN,1,2021,S22,RE1,6.232
LNDBLT,WTRRUN,1,2022,S22,RE1,6.273
LNDBLT,WTRRUN,1,2023,S22,RE1,6.355
LNDBLT,WTRRUN,1,2024,S22,RE1,6.396
LNDBLT,WTRRUN,1,2025,S22,RE1,6.478
LNDBLT,WTRRUN,1,2026,S22,RE1,6.519
LNDBLT,WTRRUN,1,2027,S22,RE1,6.601
LNDBLT,WTRRUN,1,2028,S22,RE1,6.642
LNDBLT,WTRRUN,1,2029,S22,RE1,6.724
LNDBLT,WTRRUN,1,2030,S22,RE1,6.806
LNDBLT,WTRRUN,1,2031,S22,RE1,6.847
LNDBLT,WTRRUN,1,2032,S22,RE1,6.929
LNDBLT,WTRRUN,1,2033,S22,RE1,7.011
LNDBLT,WTRRUN,1,2034,S22,RE1,7.052
LNDBLT,WTRRUN,1,2035,S22,RE1,7.134
LNDFOR,LFOR,1,2020,S22,RE1,253.6
LNDFOR,LFOR,1,2021,S22,RE1,253.4329
LNDFOR,LFOR,1,2022,S22,RE1,253.3788
LNDFOR,LFOR,1,2023,S22,RE1,253.2256
LNDFOR,LFOR,1,2024,S22,RE1,253.1693
LNDFOR,LFOR,1,2025,S22,RE1,252.9897
LNDFOR,LFOR,1,2026,S22,RE1,252.9324
LNDFOR,LFOR,1,2027,S22,RE1,252.773
LNDFOR,LFOR,1,2028,S22,RE1,252.6889
LNDFOR,LFOR,1,2029,S22,RE1,252.5043
LNDFOR,LFOR,1,2030,S22,RE1,251.7042
LNDFOR,LFOR,1,2031,S22,RE1,251.7042
LNDFOR,LFOR,1,2032,S22,RE1,251.7042
LNDFOR,LFOR,1,2033,S22,RE1,251.7042
LNDFOR,LFOR,1,2034,S22,RE1,251.7042
LNDFOR,LFOR,1,2035,S22,RE1,251.7042
LNDFOR,WTREVT,1,2020,S22,RE1,215.56
LNDFOR,WTREVT,1,2021,S22,RE1,215.418
LNDFOR,WTREVT,1,2022,S22,RE1,215.372
LNDFOR,WTREVT,1,2023,S22,RE1,215.2418
LNDFOR,WTREVT,1,2024,S22,RE1,215.1939
LNDFOR,WTREVT,1,2025,S22,RE1,215.0412
LNDFOR,WTREVT,1,2026,S22,RE1,214.9925
LNDFOR,WTREVT,1,2027,S22,RE1,214.857
LNDFOR,WTREVT,1,2028,S22,RE1,214.7856
LNDFOR,WTREVT,1,2029,S22,RE1,214.6287
LNDFOR,WTREVT,1,2030,S22,RE1,213.9486
LNDFOR,WTREVT,1,2031,S22,RE1,213.9486
LNDFOR,WTREVT,1,2032,S22,RE1,213.9486
LNDFOR,WTREVT,1,2033,S22,RE1,213.9486
LNDFOR,WTREVT,1,2034,S22,RE1,213.9486
LNDFOR,WTREVT,1,2035,S22,RE1,213.9486
LNDFOR,WTRGWT,1,2020,S22,RE1,7.608
LNDFOR,WTRGWT,1,2021,S22,RE1,7.603
LNDFOR,WTRGWT,1,2022,S22,RE1,7.6014
LNDFOR,WTRGWT,1,2023,S22,RE1,7.5968
LNDFOR,WTRGWT,1,2024,S22,RE1,7.5951
LNDFOR,WTRGWT,1,2025,S22,RE1,7.5897
LNDFOR,WTRGWT,1,2026,S22,RE1,7.588
LNDFOR,WTRGWT,1,2027,S22,RE1,7.5832
LNDFOR,WTRGWT,1,2028,S22,RE1,7.5807
LNDFOR,WTRGWT,1,2029,S22,RE1,7.5751
LNDFOR,WTRGWT,1,2030,S22,RE1,7.5511
LNDFOR,WTRGWT,1,2031,S22,RE1,7.5511
LNDFOR,WTRGWT,1,2032,S22,RE1,7.5511
LNDFOR,WTRGWT,1,2033,S22,RE1,7.5511
LNDFOR,WTRGWT,1,2034,S22,RE1,7.5511
LNDFOR,WTRGWT,1,2035,S22,RE1,7.5511
LNDFOR,WTRRUN,1,2020,S22,RE1,81.152
LNDFOR,WTRRUN,1,2021,S22,RE1,81.0985
LNDFOR,WTRRUN,1,2022,S22,RE1,81.0812
LNDFOR,WTRRUN,1,2023,S22,RE1,81.0322
LNDFOR,WTRRUN,1,2024,S22,RE1,81.0142
LNDFOR,WTRRUN,1,2025,S22,RE1,80.9567
LNDFOR,WTRRUN,1,2026,S22,RE1,80.9384
LNDFOR,WTRRUN,1,2027,S22,RE1,80.8874
LNDFOR,WTRRUN,1,2028,S22,RE1,80.8604
LNDFOR,WTRRUN,1,2029,S22,RE1,80.8014
LNDFOR,WTRRUN,1,2030,S22,RE1,80.5453
LNDFOR,WTRRUN,1,2031,S22,RE1,80.5453
LNDFOR,WTRRUN,1,2032,S22,RE1,80.5453
LNDFOR,WTRRUN,1,2033,S22,RE1,80.5453
LNDFOR,WTRRUN,1,2034,S22,RE1,80.5453
LNDFOR,WTRRUN,1,2035,S22,RE1,80.5453
LNDMAIIRR,CRPMAI,1,2020,S22,RE1,0.1549
LNDMAIIRR,CRPMAI,1,2021,S22,RE1,0.3365
LNDMAIIRR,CRPMAI,1,2022,S22,RE1,0.519
LNDMAIIRR,CRPMAI,1,2023,S22,RE1,0.7006
LNDMAIIRR,CRPMAI,1,2024,S22,RE1,0.8831
LNDMAIIRR,CRPMAI,1,2025,S22,RE1,1.0765
LNDMAIIRR,CRPMAI,1,2026,S22,RE1,1.259
LNDMAIIRR,CRPMAI,1,2027,S22,RE1,1.4425
LNDMAIIRR,CRPMAI,1,2028,S22,RE1,1.6369
LNDMAIIRR,CRPMAI,1,2029,S22,RE1,1.8313
LNDMAIIRR,CRPMAI,1,2030,S22,RE1,2.0267
LNDMAIIRR,CRPMAI,1,2031,S22,RE1,2.0831
LNDMAIIRR,CRPMAI,1,2032,S22,RE1,2.1395
LNDMAIIRR,CRPMAI,1,2033,S22,RE1,2.1959
LNDMAIIRR,CRPMAI,1,2034,S22,RE1,2.2522
LNDMAIIRR,CRPMAI,1,2035,S22,RE1,2.3096
LNDMAIIRR,WTREVT,1,2020,S22,RE1,0.1699
LNDMAIIRR,WTREVT,1,2021,S22,RE1,0.369
LNDMAIIRR,WTREVT,1,2022,S22,RE1,0.5691
LNDMAIIRR,WTREVT,1,2023,S22,RE1,0.7682
LNDMAIIRR,WTREVT,1,2024,S22,RE1,0.9683
LNDMAIIRR,WTREVT,1,2025,S22,RE1,1.1804
LNDMAIIRR,WTREVT,1,2026,S22,RE1,1.3804
LNDMAIIRR,WTREVT,1,2027,S22,RE1,1.5817
LNDMAIIRR,WTREVT,1,2028,S22,RE1,1.7948
LNDMAIIRR,WTREVT,1,2029,S22,RE1,2.008
LNDMAIIRR,WTREVT,1,2030,S22,RE1,2.2222
LNDMAIIRR,WTREVT,1,2031,S22,RE1,2.284
LNDMAIIRR,WTREVT,1,2032,S22,RE1,2.3459
LNDMAIIRR,WTREVT,1,2033,S22,RE1,2.4078
LNDMAIIRR,WTREVT,1,2034,S22,RE1,2.4696
LNDMAIIRR,WTREVT,1,2035,S22,RE1,2.5325
LNDMAIIRR,WTRGWT,1,2020,S22,RE1,0.034
LNDMAIIRR,WTRGWT,1,2021,S22,RE1,0.0738
LNDMAIIRR,WTRGWT,1,2022,S22,RE1,0.1138
LNDMAIIRR,WTRGWT,1,2023,S22,RE1,0.1536
LNDMAIIRR,WTRGWT,1,2024,S22,RE1,0.1937
LNDMAIIRR,WTRGWT,1,2025,S22,RE1,0.2361
LNDMAIIRR,WTRGWT,1,2026,S22,RE1,0.2761
LNDMAIIRR,WTRGWT,1,2027,S22,RE1,0.3163
LNDMAIIRR,WTRGWT,1,2028,S22,RE1,0.359
LNDMAIIRR,WTRGWT,1,2029,S22,RE1,0.4016
