t,f,m,y,InputActivityRatio,l,YearSplit,r,RateOfActivity,UseByTechnology
LNDFOR,LND,1,2030,1.0,S21,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2031,1.0,S21,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2032,1.0,S21,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2033,1.0,S21,0.17,RE1,794.2647,135.025
LNDFOR,LND,1,2034,1.0,S21,0.17,RE1,775.7353,131.875
LNDFOR,LND,1,2035,1.0,S21,0.17,RE1,756.6176,128.625
LNDFOR,WTRPRC,1,2020,1.2,S21,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2021,1.2,S21,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2022,1.2,S21,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2023,1.2,S21,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2024,1.2,S21,0.17,RE1,972.6471,198.42
LNDFOR,WTRPRC,1,2025,1.2,S21,0.17,RE1,928.6765,189.45
LNDFOR,WTRPRC,1,2026,1.2,S21,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2027,1.2,S21,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2028,1.2,S21,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2029,1.2,S21,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2030,1.2,S21,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2031,1.2,S21,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2032,1.2,S21,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2033,1.2,S21,0.17,RE1,794.2647,162.03
LNDFOR,WTRPRC,1,2034,1.2,S21,0.17,RE1,775.7353,158.25
LNDFOR,WTRPRC,1,2035,1.2,S21,0.17,RE1,756.6176,154.35
LNDMAIHI,LND,1,2020,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2021,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2022,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2023,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2024,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2025,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2026,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2027,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2028,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2029,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2030,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2031,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2032,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2033,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2034,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2035,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2020,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2021,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2022,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2023,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2024,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2025,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2026,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2027,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2028,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2029,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2030,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2031,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2032,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2033,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2034,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHI,WTRPRC,1,2035,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2020,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2021,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2022,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2023,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2024,1.0,S21,0.17,RE1,325.0,55.25
LNDMAIHR,LND,1,2025,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2026,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2027,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2028,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2029,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2030,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2031,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2032,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2033,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2034,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,LND,1,2035,1.0,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2020,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2021,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2022,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2023,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2024,1.2,S21,0.17,RE1,325.0,66.3
LNDMAIHR,WTRPRC,1,2025,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2026,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2027,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2028,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2029,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2030,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2031,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2032,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2033,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2034,1.2,S21,0.17,RE1,0.0,0.0
LNDMAIHR,WTRPRC,1,2035,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2020,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2021,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2022,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2023,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2024,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2025,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2026,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2027,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2028,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2029,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2030,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2031,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2032,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2033,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2034,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,LND,1,2035,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2020,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2021,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2022,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2023,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2024,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2025,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2026,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2027,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2028,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2029,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2030,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2031,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2032,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2033,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2034,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHI,WTRPRC,1,2035,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2020,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2021,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2022,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2023,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2024,1.0,S21,0.17,RE1,194.7059,33.1
LNDRICHR,LND,1,2025,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2026,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2027,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2028,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2029,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2030,1.0,S21,0.17,RE1,225.8824,38.4
LNDRICHR,LND,1,2031,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2032,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2033,1.0,S21,0.17,RE1,243.5294,41.4
LNDRICHR,LND,1,2034,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHR,LND,1,2035,1.0,S21,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2020,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2021,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2022,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2023,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2024,1.2,S21,0.17,RE1,194.7059,39.72
LNDRICHR,WTRPRC,1,2025,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2026,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2027,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2028,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2029,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2030,1.2,S21,0.17,RE1,225.8824,46.08
LNDRICHR,WTRPRC,1,2031,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2032,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2033,1.2,S21,0.17,RE1,243.5294,49.68
LNDRICHR,WTRPRC,1,2034,1.2,S21,0.17,RE1,0.0,0.0
LNDRICHR,WTRPRC,1,2035,1.2,S21,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2020,1.0,S21,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2021,1.0,S21,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2022,1.0,S21,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2023,1.0,S21,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2024,1.0,S21,0.17,RE1,205.8824,35.0
LNDWAT,LND,1,2025,1.0,S21,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2026,1.0,S21,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2027,1.0,S21,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2028,1.0,S21,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2029,1.0,S21,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2030,1.0,S21,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2031,1.0,S21,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2032,1.0,S21,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2033,1.0,S21,0.17,RE1,235.2941,40.0
LNDWAT,LND,1,2034,1.0,S21,0.17,RE1,0.0,0.0
LNDWAT,LND,1,2035,1.0,S21,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2020,1.2,S21,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2021,1.2,S21,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2022,1.2,S21,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2023,1.2,S21,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2024,1.2,S21,0.17,RE1,205.8824,42.0
LNDWAT,WTRPRC,1,2025,1.2,S21,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2026,1.2,S21,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2027,1.2,S21,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2028,1.2,S21,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2029,1.2,S21,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2030,1.2,S21,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2031,1.2,S21,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2032,1.2,S21,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2033,1.2,S21,0.17,RE1,235.2941,48.0
LNDWAT,WTRPRC,1,2034,1.2,S21,0.17,RE1,0.0,0.0
LNDWAT,WTRPRC,1,2035,1.2,S21,0.17,RE1,0.0,0.0
PWRCOA,COA,1,2020,3.0,S21,0.17,RE1,87.2998,44.5229
PWRCOA,COA,1,2021,3.0,S21,0.17,RE1,90.7939,46.3049
PWRCOA,COA,1,2022,3.0,S21,0.17,RE1,93.1233,47.4929
PWRCOA,COA,1,2023,3.0,S21,0.17,RE1,96.6174,49.2749
PWRCOA,COA,1,2024,3.0,S21,0.17,RE1,98.9468,50.4629
PWRCOA,COA,1,2025,3.0,S21,0.17,RE1,94.557,48.2241
PWRCOA,COA,1,2026,3.0,S21,0.17,RE1,98.0511,50.0061
PWRCOA,COA,1,2027,3.0,S21,0.17,RE1,96.1592,49.0412
PWRCOA,COA,1,2028,3.0,S21,0.17,RE1,92.8592,47.3582
PWRCOA,COA,1,2029,3.0,S21,0.17,RE1,89.5592,45.6752
PWRCOA,COA,1,2030,3.0,S21,0.17,RE1,63.072,32.1667
PWRCOA,COA,1,2031,3.0,S21,0.17,RE1,63.072,32.1667
PWRCOA,COA,1,2032,3.0,S21,0.17,RE1,63.072,32.1667
PWRCOA,COA,1,2033,3.0,S21,0.17,RE1,63.072,32.1667
PWRCOA,COA,1,2034,3.0,S21,0.17,RE1,63.072,32.1667
PWRCOA,COA,1,2035,3.0,S21,0.17,RE1,63.072,32.1667
PWRGAS,GAS,1,2020,2.0,S21,0.17,RE1,0.0,0.0
PWRGAS,GAS,1,2021,2.0,S21,0.17,RE1,0.0,0.0
PWRGAS,GAS,1,2022,2.0,S21,0.17,RE1,0.0,0.0
PWRGAS,GAS,1,2023,2.0,S21,0.17,RE1,0.0,0.0
PWRGAS,GAS,1,2024,2.0,S21,0.17,RE1,0.0,0.0
PWRGAS,GAS,1,2025,2.0,S21,0.17,RE1,0.0,0.0
PWRGAS,GAS,1,2026,2.0,S21,0.17,RE1,0.0,0.0
PWRGAS,GAS,1,2027,2.0,S21,0.17,RE1,0.0,0.0
PWRGAS,GAS,1,2028,2.0,S21,0.17,RE1,0.0,0.0
PWRGAS,GAS,1,2029,2.0,S21,0.17,RE1,0.0,0.0
PWRGAS,GAS,1,2030,2.0,S21,0.17,RE1,9.0786,3.0867
PWRGAS,GAS,1,2031,2.0,S21,0.17,RE1,12.5727,4.2747
PWRGAS,GAS,1,2032,2.0,S21,0.17,RE1,14.5668,4.9527
PWRGAS,GAS,1,2033,2.0,S21,0.17,RE1,17.2256,5.8567
PWRGAS,GAS,1,2034,2.0,S21,0.17,RE1,19.2197,6.5347
PWRGAS,GAS,1,2035,2.0,S21,0.17,RE1,21.8786,7.4387
PWRHYD,HYD,1,2020,1.0,S21,0.17,RE1,15.768,2.6806
PWRHYD,HYD,1,2021,1.0,S21,0.17,RE1,15.768,2.6806
PWRHYD,HYD,1,2022,1.0,S21,0.17,RE1,15.768,2.6806
PWRHYD,HYD,1,2023,1.0,S21,0.17,RE1,15.768,2.6806
PWRHYD,HYD,1,2024,1.0,S21,0.17,RE1,15.768,2.6806
PWRHYD,HYD,1,2025,1.0,S21,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2026,1.0,S21,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2027,1.0,S21,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2028,1.0,S21,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2029,1.0,S21,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2030,1.0,S21,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2031,1.0,S21,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2032,1.0,S21,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2033,1.0,S21,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2034,1.0,S21,0.17,RE1,23.652,4.0208
PWRHYD,HYD,1,2035,1.0,S21,0.17,RE1,23.652,4.0208
PWRSOL,SOL,1,2020,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2021,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2022,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2023,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2024,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2025,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2026,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2027,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2028,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2029,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2030,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2031,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2032,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2033,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2034,1.0,S21,0.17,RE1,5.5188,0.9382
PWRSOL,SOL,1,2035,1.0,S21,0.17,RE1,5.5188,0.9382
PWRTRN,ELC001,1,2020,1.1,S21,0.17,RE1,105.8824,19.8
PWRTRN,ELC001,1,2021,1.1,S21,0.17,RE1,109.0588,20.394
PWRTRN,ELC001,1,2022,1.1,S21,0.17,RE1,111.1765,20.79
PWRTRN,ELC001,1,2023,1.1,S21,0.17,RE1,114.3529,21.384
PWRTRN,ELC001,1,2024,1.1,S21,0.17,RE1,116.4706,21.78
PWRTRN,ELC001,1,2025,1.1,S21,0.17,RE1,119.6471,22.374
PWRTRN,ELC001,1,2026,1.1,S21,0.17,RE1,122.8235,22.968
PWRTRN,ELC001,1,2027,1.1,S21,0.17,RE1,126.0,23.562
PWRTRN,ELC001,1,2028,1.1,S21,0.17,RE1,129.1765,24.156
PWRTRN,ELC001,1,2029,1.1,S21,0.17,RE1,132.3529,24.75
PWRTRN,ELC001,1,2030,1.1,S21,0.17,RE1,135.5294,25.344
PWRTRN,ELC001,1,2031,1.1,S21,0.17,RE1,138.7059,25.938
PWRTRN,ELC001,1,2032,1.1,S21,0.17,RE1,141.8824,26.532
PWRTRN,ELC001,1,2033,1.1,S21,0.17,RE1,146.1176,27.324
PWRTRN,ELC001,1,2034,1.1,S21,0.17,RE1,149.2941,27.918
PWRTRN,ELC001,1,2035,1.1,S21,0.17,RE1,153.5294,28.71
PWRWND,WND,1,2020,1.0,S21,0.17,RE1,7.884,1.3403
PWRWND,WND,1,2021,1.0,S21,0.17,RE1,7.884,1.3403
PWRWND,WND,1,2022,1.0,S21,0.17,RE1,7.884,1.3403
PWRWND,WND,1,2023,1.0,S21,0.17,RE1,7.884,1.3403
PWRWND,WND,1,2024,1.0,S21,0.17,RE1,7.884,1.3403
PWRWND,WND,1,2025,1.0,S21,0.17,RE1,7.884,1.3403
PWRWND,WND,1,2026,1.0,S21,0.17,RE1,7.884,1.3403
PWRWND,WND,1,2027,1.0,S21,0.17,RE1,13.27,2.2559
PWRWND,WND,1,2028,1.0,S21,0.17,RE1,20.0641,3.4109
PWRWND,WND,1,2029,1.0,S21,0.17,RE1,26.8582,4.5659
PWRWND,WND,1,2030,1.0,S21,0.17,RE1,47.761,8.1194
PWRWND,WND,1,2031,1.0,S21,0.17,RE1,47.761,8.1194
PWRWND,WND,1,2032,1.0,S21,0.17,RE1,49.261,8.3744
PWRWND,WND,1,2033,1.0,S21,0.17,RE1,51.261,8.7144
PWRWND,WND,1,2034,1.0,S21,0.17,RE1,52.761,8.9694
PWRWND,WND,1,2035,1.0,S21,0.17,RE1,54.761,9.3094
LNDBLT,LND,1,2020,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2021,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2022,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2023,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2024,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2025,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2026,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2027,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2028,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2029,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2030,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2031,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2032,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2033,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2034,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,LND,1,2035,1.0,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2020,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2021,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2022,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2023,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2024,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2025,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2026,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2027,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2028,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2029,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2030,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2031,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2032,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2033,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2034,1.2,S22,0.17,RE1,0.0,0.0
LNDBLT,WTRPRC,1,2035,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2020,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2021,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2022,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2023,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2024,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2025,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2026,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2027,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2028,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2029,1.0,S22,0.17,RE1,864.7059,147.0
LNDFOR,LND,1,2030,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2031,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2032,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2033,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2034,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,LND,1,2035,1.0,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2020,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2021,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2022,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2023,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2024,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2025,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2026,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2027,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2028,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2029,1.2,S22,0.17,RE1,864.7059,176.4
LNDFOR,WTRPRC,1,2030,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2031,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2032,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2033,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2034,1.2,S22,0.17,RE1,0.0,0.0
LNDFOR,WTRPRC,1,2035,1.2,S22,0.17,RE1,0.0,0.0
LNDMAIHI,LND,1,2020,1.0,S22,0.17,RE1,0.0,0.0
