r,t,y,TotalCapacityAnnual
RE1,DEMPWRLPG,2023,0.115
RE1,DEMPWRLPG,2024,0.115
RE1,DEMPWRLPG,2025,0.115
RE1,DEMPWRLPG,2026,0.115
RE1,DEMPWRLPG,2027,0.115
RE1,DEMPWRLPG,2028,0.115
RE1,DEMPWRLPG,2029,0.115
RE1,DEMPWRLPG,2030,0.115
RE1,DEMPWRLPG,2031,0.115
RE1,DEMPWRLPG,2032,0.115
RE1,DEMPWRLPG,2033,0.115
RE1,DEMPWRLPG,2034,0.115
RE1,DEMPWRLPG,2035,0.115
RE1,DEMPWRLPG,2036,0.115
RE1,DEMPWRLPG,2037,0.115
RE1,DEMPWRLPG,2038,0.115
RE1,DEMPWRLPG,2039,0.115
RE1,DEMPWRLPG,2040,0.115
RE1,DEMPWRLPG,2041,0.115
RE1,DEMPWRLPG,2042,0.115
RE1,DEMPWRLPG,2043,0.115
RE1,DEMPWRLPG,2044,0.115
RE1,DEMPWRLPG,2045,0.215
RE1,DEMPWRLPG,2046,0.315
RE1,DEMPWRLPG,2047,0.415
RE1,DEMPWRLPG,2048,0.515
RE1,DEMPWRLPG,2049,0.615
RE1,DEMPWRLPG,2050,0.715
RE1,DEMPWRNGS,2017,48.1663
RE1,DEMPWRNGS,2018,48.8401
RE1,DEMPWRNGS,2019,54.3257
RE1,DEMPWRNGS,2020,54.3257
RE1,DEMPWRNGS,2021,58.9121
RE1,DEMPWRNGS,2022,60.806
RE1,DEMPWRNGS,2023,63.6286
RE1,DEMPWRNGS,2024,69.7349
RE1,DEMPWRNGS,2025,71.7495
RE1,DEMPWRNGS,2026,71.7495
RE1,DEMPWRNGS,2027,71.7495
RE1,DEMPWRNGS,2028,71.7495
RE1,DEMPWRNGS,2029,71.7495
RE1,DEMPWRNGS,2030,71.7495
RE1,DEMPWRNGS,2031,71.7495
RE1,DEMPWRNGS,2032,71.7495
RE1,DEMPWRNGS,2033,71.7495
RE1,DEMPWRNGS,2034,73.6377
RE1,DEMPWRNGS,2035,75.7752
RE1,DEMPWRNGS,2036,79.0754
RE1,DEMPWRNGS,2037,80.8032
RE1,DEMPWRNGS,2038,83.5662
RE1,DEMPWRNGS,2039,85.6224
RE1,DEMPWRNGS,2040,89.2495
RE1,DEMPWRNGS,2041,93.3967
RE1,DEMPWRNGS,2042,97.528
RE1,DEMPWRNGS,2043,101.6425
RE1,DEMPWRNGS,2044,106.5913
RE1,DEMPWRNGS,2045,110.5238
RE1,DEMPWRNGS,2046,114.2634
RE1,DEMPWRNGS,2047,118.5221
RE1,DEMPWRNGS,2048,124.4581
RE1,DEMPWRNGS,2049,128.9317
RE1,DEMPWRNGS,2050,134.1467
RE1,DEMPWRPCK,2017,0.0
RE1,DEMPWRPCK,2018,0.0
RE1,DEMPWRPCK,2019,0.0
RE1,DEMPWRPCK,2020,0.0
RE1,DEMPWRPCK,2021,0.0
RE1,DEMPWRPCK,2022,0.0
RE1,DEMPWRPCK,2023,0.0
RE1,DEMPWRPCK,2024,0.0
RE1,DEMPWRPCK,2025,0.0
RE1,DEMPWRPCK,2026,0.0
RE1,DEMPWRPCK,2027,0.0
RE1,DEMPWRPCK,2028,0.0
RE1,DEMPWRPCK,2029,0.0
RE1,DEMPWRPCK,2030,0.0
RE1,DEMPWRPCK,2031,0.0
RE1,DEMPWRPCK,2032,0.0
RE1,DEMPWRPCK,2033,0.0
RE1,DEMPWRPCK,2034,0.0
RE1,DEMPWRPCK,2035,0.0
RE1,DEMPWRPCK,2036,0.0
RE1,DEMPWRPCK,2037,0.0
RE1,DEMPWRPCK,2038,0.0
RE1,DEMPWRPCK,2039,0.0
RE1,DEMPWRPCK,2040,0.0
RE1,DEMPWRPCK,2041,0.0
RE1,DEMPWRPCK,2042,0.0
RE1,DEMPWRPCK,2043,0.0
RE1,DEMPWRPCK,2044,0.0
RE1,DEMPWRPCK,2045,0.0
RE1,DEMPWRPCK,2046,0.0
RE1,DEMPWRPCK,2047,0.0
RE1,DEMPWRPCK,2048,0.0
RE1,DEMPWRPCK,2049,0.0
RE1,DEMPWRPCK,2050,0.0
RE1,DEMPWRSOL,2017,0.0977
RE1,DEMPWRSOL,2018,0.7858
RE1,DEMPWRSOL,2019,1.7231
RE1,DEMPWRSOL,2020,1.7805
RE1,DEMPWRSOL,2021,1.8426
RE1,DEMPWRSOL,2022,2.059
RE1,DEMPWRSOL,2023,2.4358
RE1,DEMPWRSOL,2024,2.8964
RE1,DEMPWRSOL,2025,3.5088
RE1,DEMPWRSOL,2026,4.5058
RE1,DEMPWRSOL,2027,6.2927
RE1,DEMPWRSOL,2028,8.3845
RE1,DEMPWRSOL,2029,10.962
RE1,DEMPWRSOL,2030,14.1894
RE1,DEMPWRSOL,2031,17.2698
RE1,DEMPWRSOL,2032,20.3797
RE1,DEMPWRSOL,2033,21.4011
RE1,DEMPWRSOL,2034,23.3805
RE1,DEMPWRSOL,2035,24.4681
RE1,DEMPWRSOL,2036,26.437
RE1,DEMPWRSOL,2037,26.8692
RE1,DEMPWRSOL,2038,29.3396
RE1,DEMPWRSOL,2039,31.0331
RE1,DEMPWRSOL,2040,32.6048
RE1,DEMPWRSOL,2041,33.1487
RE1,DEMPWRSOL,2042,36.4054
RE1,DEMPWRSOL,2043,37.8005
RE1,DEMPWRSOL,2044,38.7888
RE1,DEMPWRSOL,2045,39.8577
RE1,DEMPWRSOL,2046,40.0756
RE1,DEMPWRSOL,2047,41.1306
RE1,DEMPWRSOL,2048,41.3593
RE1,DEMPWRSOL,2049,44.7117
RE1,DEMPWRSOL,2050,46.0103
RE1,DEMPWRURN,2017,9.1532
RE1,DEMPWRURN,2018,9.1532
RE1,DEMPWRURN,2019,9.1532
RE1,DEMPWRURN,2020,9.1532
RE1,DEMPWRURN,2021,9.1532
RE1,DEMPWRURN,2022,9.1532
RE1,DEMPWRURN,2023,9.1532
RE1,DEMPWRURN,2024,9.1532
RE1,DEMPWRURN,2025,9.1532
RE1,DEMPWRURN,2026,9.1532
RE1,DEMPWRURN,2027,9.1532
RE1,DEMPWRURN,2028,9.1532
RE1,DEMPWRURN,2029,9.1532
RE1,DEMPWRURN,2030,9.1532
RE1,DEMPWRURN,2031,9.1532
RE1,DEMPWRURN,2032,9.1532
RE1,DEMPWRURN,2033,9.1532
RE1,DEMPWRURN,2034,9.3191
RE1,DEMPWRURN,2035,9.3191
RE1,DEMPWRURN,2036,9.3191
RE1,DEMPWRURN,2037,9.3191
RE1,DEMPWRURN,2038,9.3191
RE1,DEMPWRURN,2039,12.3692
RE1,DEMPWRURN,2040,12.3692
RE1,DEMPWRURN,2041,12.3692
RE1,DEMPWRURN,2042,12.3692
RE1,DEMPWRURN,2043,12.3692
RE1,DEMPWRURN,2044,12.3692
RE1,DEMPWRURN,2045,12.3692
RE1,DEMPWRURN,2046,12.3692
RE1,DEMPWRURN,2047,12.3692
RE1,DEMPWRURN,2048,12.3692
RE1,DEMPWRURN,2049,12.3692
RE1,DEMPWRURN,2050,12.3692
RE1,DEMPWRWAS,2017,0.0
RE1,DEMPWRWAS,2018,0.0
RE1,DEMPWRWAS,2019,0.0
RE1,DEMPWRWAS,2020,0.0
RE1,DEMPWRWAS,2021,0.0
RE1,DEMPWRWAS,2022,0.0
RE1,DEMPWRWAS,2023,0.0
RE1,DEMPWRWAS,2024,0.0
RE1,DEMPWRWAS,2025,0.0
RE1,DEMPWRWAS,2026,0.0
RE1,DEMPWRWAS,2027,0.0
RE1,DEMPWRWAS,2028,0.0
RE1,DEMPWRWAS,2029,0.0
RE1,DEMPWRWAS,2030,0.0
RE1,DEMPWRWAS,2031,0.0
RE1,DEMPWRWAS,2032,0.0
RE1,DEMPWRWAS,2033,0.0
RE1,DEMPWRWAS,2034,0.0
RE1,DEMPWRWAS,2035,0.0
RE1,DEMPWRWAS,2036,0.0
RE1,DEMPWRWAS,2037,0.0
RE1,DEMPWRWAS,2038,0.0
RE1,DEMPWRWAS,2039,0.0
RE1,DEMPWRWAS,2040,0.0
RE1,DEMPWRWAS,2041,0.0
RE1,DEMPWRWAS,2042,0.0
RE1,DEMPWRWAS,2043,0.0
RE1,DEMPWRWAS,2044,0.0
RE1,DEMPWRWAS,2045,0.0
RE1,DEMPWRWAS,2046,0.0
RE1,DEMPWRWAS,2047,0.0
RE1,DEMPWRWAS,2048,0.0
RE1,DEMPWRWAS,2049,0.0
RE1,DEMPWRWAS,2050,0.0
RE1,DEMPWRWND,2017,0.9823
RE1,DEMPWRWND,2018,1.1704
RE1,DEMPWRWND,2019,1.8518
RE1,DEMPWRWND,2020,1.8518
RE1,DEMPWRWND,2021,1.8518
RE1,DEMPWRWND,2022,1.8518
RE1,DEMPWRWND,2023,1.8518
RE1,DEMPWRWND,2024,2.0118
RE1,DEMPWRWND,2025,2.0438
RE1,DEMPWRWND,2026,2.0438
RE1,DEMPWRWND,2027,2.4123
RE1,DEMPWRWND,2028,3.0728
RE1,DEMPWRWND,2029,3.5989
RE1,DEMPWRWND,2030,4.1059
RE1,DEMPWRWND,2031,4.713
RE1,DEMPWRWND,2032,5.2984
RE1,DEMPWRWND,2033,6.2767
RE1,DEMPWRWND,2034,7.4082
RE1,DEMPWRWND,2035,8.2
RE1,DEMPWRWND,2036,9.0019
RE1,DEMPWRWND,2037,9.6302
RE1,DEMPWRWND,2038,10.5363
RE1,DEMPWRWND,2039,11.5346
RE1,DEMPWRWND,2040,12.6936
RE1,DEMPWRWND,2041,12.7852
RE1,DEMPWRWND,2042,13.5225
RE1,DEMPWRWND,2043,14.8027
RE1,DEMPWRWND,2044,14.952
RE1,DEMPWRWND,2045,15.7134
RE1,DEMPWRWND,2046,16.4748
RE1,DEMPWRWND,2047,17.2362
RE1,DEMPWRWND,2048,17.313
RE1,DEMPWRWND,2049,17.313
RE1,DEMPWRWND,2050,19.5204
RE1,DEMRESELCB02,2017,6.8265
RE1,DEMRESELCB02,2018,6.8265
RE1,DEMRESELCB02,2019,6.8297
RE1,DEMRESELCB02,2020,7.1639
RE1,DEMRESELCB02,2021,7.1639
RE1,DEMRESELCB02,2022,7.3109
RE1,DEMRESELCB02,2023,7.5637
RE1,DEMRESELCB02,2024,7.8272
RE1,DEMRESELCB02,2025,8.2237
RE1,DEMRESELCB02,2026,8.4779
RE1,DEMRESELCB02,2027,8.4779
RE1,DEMRESELCB02,2028,8.693
RE1,DEMRESELCB02,2029,8.8525
RE1,DEMRESELCB02,2030,9.2772
RE1,DEMRESELCB02,2031,9.7504
RE1,DEMRESELCB02,2032,9.7504
RE1,DEMRESELCB02,2033,9.8967
RE1,DEMRESELCB02,2034,10.1749
RE1,DEMRESELCB02,2035,10.4607
RE1,DEMRESELCB02,2036,10.7546
RE1,DEMRESELCB02,2037,11.0567
RE1,DEMRESELCB02,2038,11.3672
RE1,DEMRESELCB02,2039,11.6868
RE1,DEMRESELCB02,2040,12.0152
RE1,DEMRESELCB02,2041,12.3529
RE1,DEMRESELCB02,2042,12.6998
RE1,DEMRESELCB02,2043,13.0568
RE1,DEMRESELCB02,2044,13.4236
RE1,DEMRESELCB02,2045,13.8006
RE1,DEMRESELCB02,2046,14.1884
RE1,DEMRESELCB02,2047,14.5872
RE1,DEMRESELCB02,2048,14.9969
RE1,DEMRESELCB02,2049,15.4182
RE1,DEMRESELCB02,2050,15.8515
RE1,DEMRESELCC02,2017,9.6674
RE1,DEMRESELCC02,2018,9.6674
RE1,DEMRESELCC02,2019,9.6719
RE1,DEMRESELCC02,2020,10.1134
RE1,DEMRESELCC02,2021,10.1134
RE1,DEMRESELCC02,2022,10.192
RE1,DEMRESELCC02,2023,10.665
RE1,DEMRESELCC02,2024,11.5178
RE1,DEMRESELCC02,2025,11.9828
RE1,DEMRESELCC02,2026,12.3801
RE1,DEMRESELCC02,2027,12.3801
RE1,DEMRESELCC02,2028,12.4498
RE1,DEMRESELCC02,2029,12.528
RE1,DEMRESELCC02,2030,13.8701
RE1,DEMRESELCC02,2031,14.5299
RE1,DEMRESELCC02,2032,14.5299
RE1,DEMRESELCC02,2033,14.6325
RE1,DEMRESELCC02,2034,15.1103
RE1,DEMRESELCC02,2035,15.6041
RE1,DEMRESELCC02,2036,16.1134
RE1,DEMRESELCC02,2037,16.6397
RE1,DEMRESELCC02,2038,17.1835
RE1,DEMRESELCC02,2039,17.7447
RE1,DEMRESELCC02,2040,18.3243
RE1,DEMRESELCC02,2041,18.9228
RE1,DEMRESELCC02,2042,19.5405
RE1,DEMRESELCC02,2043,20.1789
RE1,DEMRESELCC02,2044,20.8379
RE1,DEMRESELCC02,2045,21.5187
RE1,DEMRESELCC02,2046,22.2212
RE1,DEMRESELCC02,2047,22.9473
RE1,DEMRESELCC02,2048,23.6966
RE1,DEMRESELCC02,2049,24.4706
RE1,DEMRESELCC02,2050,25.2699
RE1,DEMRESELCD02,2017,4.3203
RE1,DEMRESELCD02,2018,4.3203
RE1,DEMRESELCD02,2019,4.3223
RE1,DEMRESELCD02,2020,4.4864
RE1,DEMRESELCD02,2021,4.6755
RE1,DEMRESELCD02,2022,4.7096
RE1,DEMRESELCD02,2023,4.9267
RE1,DEMRESELCD02,2024,5.1986
RE1,DEMRESELCD02,2025,5.4402
RE1,DEMRESELCD02,2026,5.5409
RE1,DEMRESELCD02,2027,5.7359
RE1,DEMRESELCD02,2028,5.773
RE1,DEMRESELCD02,2029,5.8747
RE1,DEMRESELCD02,2030,6.2684
RE1,DEMRESELCD02,2031,6.5966
RE1,DEMRESELCD02,2032,6.6984
RE1,DEMRESELCD02,2033,6.922
RE1,DEMRESELCD02,2034,7.1534
RE1,DEMRESELCD02,2035,7.3923
RE1,DEMRESELCD02,2036,7.6395
RE1,DEMRESELCD02,2037,7.8946
RE1,DEMRESELCD02,2038,8.1585
RE1,DEMRESELCD02,2039,8.4312
RE1,DEMRESELCD02,2040,8.7131
RE1,DEMRESELCD02,2041,9.0043
RE1,DEMRESELCD02,2042,9.3052
RE1,DEMRESELCD02,2043,9.6163
RE1,DEMRESELCD02,2044,9.9376
RE1,DEMRESELCD02,2045,10.27
RE1,DEMRESELCD02,2046,10.613
RE1,DEMRESELCD02,2047,10.9677
RE1,DEMRESELCD02,2048,11.3343
RE1,DEMRESELCD02,2049,11.713
RE1,DEMRESELCD02,2050,12.1047
RE1,DEMRESELCE02,2017,4.3284
RE1,DEMRESELCE02,2018,4.3284
RE1,DEMRESELCE02,2019,4.3304
RE1,DEMRESELCE02,2020,4.3378
RE1,DEMRESELCE02,2021,4.4355
RE1,DEMRESELCE02,2022,4.4918
RE1,DEMRESELCE02,2023,4.7488
RE1,DEMRESELCE02,2024,5.111
RE1,DEMRESELCE02,2025,5.2884
RE1,DEMRESELCE02,2026,5.2884
RE1,DEMRESELCE02,2027,5.347
RE1,DEMRESELCE02,2028,5.465
RE1,DEMRESELCE02,2029,5.4709
RE1,DEMRESELCE02,2030,6.0779
RE1,DEMRESELCE02,2031,6.2797
RE1,DEMRESELCE02,2032,6.2797
RE1,DEMRESELCE02,2033,6.3976
RE1,DEMRESELCE02,2034,6.5979
RE1,DEMRESELCE02,2035,6.8041
RE1,DEMRESELCE02,2036,7.0169
RE1,DEMRESELCE02,2037,7.2363
RE1,DEMRESELCE02,2038,7.4624
RE1,DEMRESELCE02,2039,7.6956
RE1,DEMRESELCE02,2040,7.9362
RE1,DEMRESELCE02,2041,8.1844
RE1,DEMRESELCE02,2042,8.4404
RE1,DEMRESELCE02,2043,8.7043
RE1,DEMRESELCE02,2044,8.9761
RE1,DEMRESELCE02,2045,9.2571
RE1,DEMRESELCE02,2046,9.5463
RE1,DEMRESELCE02,2047,9.8448
RE1,DEMRESELCE02,2048,10.1527
RE1,DEMRESELCE02,2049,10.4698
RE1,DEMRESELCE02,2050,10.7973
RE1,DEMRESELCF02,2017,8.7713
RE1,DEMRESELCF02,2018,8.7713
RE1,DEMRESELCF02,2019,8.7753
RE1,DEMRESELCF02,2020,9.1097
RE1,DEMRESELCF02,2021,9.3977
RE1,DEMRESELCF02,2022,9.3977
RE1,DEMRESELCF02,2023,9.8137
RE1,DEMRESELCF02,2024,10.5127
RE1,DEMRESELCF02,2025,11.081
RE1,DEMRESELCF02,2026,11.2221
RE1,DEMRESELCF02,2027,11.5729
RE1,DEMRESELCF02,2028,11.6562
RE1,DEMRESELCF02,2029,11.7997
RE1,DEMRESELCF02,2030,12.8762
RE1,DEMRESELCF02,2031,13.4735
RE1,DEMRESELCF02,2032,13.6438
RE1,DEMRESELCF02,2033,14.1058
RE1,DEMRESELCF02,2034,14.5833
RE1,DEMRESELCF02,2035,15.0769
RE1,DEMRESELCF02,2036,15.5869
RE1,DEMRESELCF02,2037,16.1146
RE1,DEMRESELCF02,2038,16.66
RE1,DEMRESELCF02,2039,17.224
RE1,DEMRESELCF02,2040,17.8069
RE1,DEMRESELCF02,2041,18.4097
RE1,DEMRESELCF02,2042,19.0326
RE1,DEMRESELCF02,2043,19.6767
RE1,DEMRESELCF02,2044,20.3426
RE1,DEMRESELCF02,2045,21.0314
RE1,DEMRESELCF02,2046,21.7433
RE1,DEMRESELCF02,2047,22.4792
RE1,DEMRESELCF02,2048,23.24
RE1,DEMRESELCF02,2049,24.0265
RE1,DEMRESELCF02,2050,24.8396
RE1,DEMRESELCG02,2017,1.9754
RE1,DEMRESELCG02,2018,1.9754
RE1,DEMRESELCG02,2019,1.9763
RE1,DEMRESELCG02,2020,1.9782
RE1,DEMRESELCG02,2021,2.0739
RE1,DEMRESELCG02,2022,2.1498
RE1,DEMRESELCG02,2023,2.247
RE1,DEMRESELCG02,2024,2.3951
RE1,DEMRESELCG02,2025,2.4804
RE1,DEMRESELCG02,2026,2.4804
RE1,DEMRESELCG02,2027,2.5666
RE1,DEMRESELCG02,2028,2.6777
RE1,DEMRESELCG02,2029,2.7568
RE1,DEMRESELCG02,2030,2.981
RE1,DEMRESELCG02,2031,3.0975
RE1,DEMRESELCG02,2032,3.0981
RE1,DEMRESELCG02,2033,3.2174
RE1,DEMRESELCG02,2034,3.3413
RE1,DEMRESELCG02,2035,3.4702
RE1,DEMRESELCG02,2036,3.6037
RE1,DEMRESELCG02,2037,3.7426
RE1,DEMRESELCG02,2038,3.8868
RE1,DEMRESELCG02,2039,4.0367
RE1,DEMRESELCG02,2040,4.192
RE1,DEMRESELCG02,2041,4.3538
RE1,DEMRESELCG02,2042,4.5213
RE1,DEMRESELCG02,2043,4.6957
RE1,DEMRESELCG02,2044,4.8762
RE1,DEMRESELCG02,2045,5.0644
RE1,DEMRESELCG02,2046,5.2595
RE1,DEMRESELCG02,2047,5.4618
RE1,DEMRESELCG02,2048,5.6722
RE1,DEMRESELCG02,2049,5.8909
RE1,DEMRESELCG02,2050,6.1178
