r,l,f,y,Demand
"RE1","S11","ELC001",2038,0
"RE1","S11","ELC001",2039,0
"RE1","S11","ELC001",2040,0
"RE1","S11","ELC002",2020,32
"RE1","S11","ELC002",2021,32.96
"RE1","S11","ELC002",2022,33.9488
"RE1","S11","ELC002",2023,34.967264
"RE1","S11","ELC002",2024,36.01628192
"RE1","S11","ELC002",2025,37.096770368
"RE1","S11","ELC002",2026,38.209673504
"RE1","S11","ELC002",2027,39.35596368
"RE1","S11","ELC002",2028,40.536642592
"RE1","S11","ELC002",2029,41.752741888
"RE1","S11","ELC002",2030,43.005324128
"RE1","S11","ELC002",2031,44.295483872
"RE1","S11","ELC002",2032,45.624348384
"RE1","S11","ELC002",2033,46.993078816
"RE1","S11","ELC002",2034,48.4028712
"RE1","S11","ELC002",2035,49.854957344
"RE1","S11","ELC002",2036,51.350606048
"RE1","S11","ELC002",2037,52.891124224
"RE1","S11","ELC002",2038,54.477857952
"RE1","S11","ELC002",2039,56.112193696
"RE1","S11","ELC002",2040,57.79555952
"RE1","S11","SOL",2020,0
"RE1","S11","SOL",2021,0
"RE1","S11","SOL",2022,0
"RE1","S11","SOL",2023,0
"RE1","S11","SOL",2024,0
"RE1","S11","SOL",2025,0
"RE1","S11","SOL",2026,0
"RE1","S11","SOL",2027,0
"RE1","S11","SOL",2028,0
"RE1","S11","SOL",2029,0
"RE1","S11","SOL",2030,0
"RE1","S11","SOL",2031,0
"RE1","S11","SOL",2032,0
"RE1","S11","SOL",2033,0
"RE1","S11","SOL",2034,0
"RE1","S11","SOL",2035,0
"RE1","S11","SOL",2036,0
"RE1","S11","SOL",2037,0
"RE1","S11","SOL",2038,0
"RE1","S11","SOL",2039,0
"RE1","S11","SOL",2040,0
"RE1","S11","WND",2020,0
"RE1","S11","WND",2021,0
"RE1","S11","WND",2022,0
"RE1","S11","WND",2023,0
"RE1","S11","WND",2024,0
"RE1","S11","WND",2025,0
"RE1","S11","WND",2026,0
"RE1","S11","WND",2027,0
"RE1","S11","WND",2028,0
"RE1","S11","WND",2029,0
"RE1","S11","WND",2030,0
"RE1","S11","WND",2031,0
"RE1","S11","WND",2032,0
"RE1","S11","WND",2033,0
"RE1","S11","WND",2034,0
"RE1","S11","WND",2035,0
"RE1","S11","WND",2036,0
"RE1","S11","WND",2037,0
"RE1","S11","WND",2038,0
"RE1","S11","WND",2039,0
"RE1","S11","WND",2040,0
"RE1","S11","HYD",2020,0
"RE1","S11","HYD",2021,0
"RE1","S11","HYD",2022,0
"RE1","S11","HYD",2023,0
"RE1","S11","HYD",2024,0
"RE1","S11","HYD",2025,0
"RE1","S11","HYD",2026,0
"RE1","S11","HYD",2027,0
"RE1","S11","HYD",2028,0
"RE1","S11","HYD",2029,0
"RE1","S11","HYD",2030,0
"RE1","S11","HYD",2031,0
"RE1","S11","HYD",2032,0
"RE1","S11","HYD",2033,0
"RE1","S11","HYD",2034,0
"RE1","S11","HYD",2035,0
"RE1","S11","HYD",2036,0
"RE1","S11","HYD",2037,0
"RE1","S11","HYD",2038,0
"RE1","S11","HYD",2039,0
"RE1","S11","HYD",2040,0
"RE1","S12","COA",2020,0
"RE1","S12","COA",2021,0
"RE1","S12","COA",2022,0
"RE1","S12","COA",2023,0
"RE1","S12","COA",2024,0
"RE1","S12","COA",2025,0
"RE1","S12","COA",2026,0
"RE1","S12","COA",2027,0
"RE1","S12","COA",2028,0
"RE1","S12","COA",2029,0
"RE1","S12","COA",2030,0
"RE1","S12","COA",2031,0
"RE1","S12","COA",2032,0
"RE1","S12","COA",2033,0
"RE1","S12","COA",2034,0
"RE1","S12","COA",2035,0
"RE1","S12","COA",2036,0
"RE1","S12","COA",2037,0
"RE1","S12","COA",2038,0
"RE1","S12","COA",2039,0
"RE1","S12","COA",2040,0
"RE1","S12","GAS",2020,0
"RE1","S12","GAS",2021,0
"RE1","S12","GAS",2022,0
"RE1","S12","GAS",2023,0
"RE1","S12","GAS",2024,0
"RE1","S12","GAS",2025,0
"RE1","S12","GAS",2026,0
"RE1","S12","GAS",2027,0
"RE1","S12","GAS",2028,0
"RE1","S12","GAS",2029,0
"RE1","S12","GAS",2030,0
"RE1","S12","GAS",2031,0
"RE1","S12","GAS",2032,0
"RE1","S12","GAS",2033,0
"RE1","S12","GAS",2034,0
"RE1","S12","GAS",2035,0
"RE1","S12","GAS",2036,0
"RE1","S12","GAS",2037,0
"RE1","S12","GAS",2038,0
"RE1","S12","GAS",2039,0
"RE1","S12","GAS",2040,0
"RE1","S12","ELC001",2020,0
"RE1","S12","ELC001",2021,0
"RE1","S12","ELC001",2022,0
"RE1","S12","ELC001",2023,0
"RE1","S12","ELC001",2024,0
"RE1","S12","ELC001",2025,0
"RE1","S12","ELC001",2026,0
"RE1","S12","ELC001",2027,0
"RE1","S12","ELC001",2028,0
"RE1","S12","ELC001",2029,0
"RE1","S12","ELC001",2030,0
"RE1","S12","ELC001",2031,0
"RE1","S12","ELC001",2032,0
"RE1","S12","ELC001",2033,0
"RE1","S12","ELC001",2034,0
"RE1","S12","ELC001",2035,0
"RE1","S12","ELC001",2036,0
"RE1","S12","ELC001",2037,0
"RE1","S12","ELC001",2038,0
"RE1","S12","ELC001",2039,0
"RE1","S12","ELC001",2040,0
"RE1","S12","ELC002",2020,8
"RE1","S12","ELC002",2021,8.24
"RE1","S12","ELC002",2022,8.4872
"RE1","S12","ELC002",2023,8.741816
"RE1","S12","ELC002",2024,9.00407048
"RE1","S12","ELC002",2025,9.274192592
"RE1","S12","ELC002",2026,9.552418376
"RE1","S12","ELC002",2027,9.83899092
"RE1","S12","ELC002",2028,10.134160648
"RE1","S12","ELC002",2029,10.438185472
"RE1","S12","ELC002",2030,10.751331032
"RE1","S12","ELC002",2031,11.073870968
"RE1","S12","ELC002",2032,11.406087096
"RE1","S12","ELC002",2033,11.748269704
"RE1","S12","ELC002",2034,12.1007178
"RE1","S12","ELC002",2035,12.463739336
"RE1","S12","ELC002",2036,12.837651512
"RE1","S12","ELC002",2037,13.222781056
"RE1","S12","ELC002",2038,13.619464488
"RE1","S12","ELC002",2039,14.028048424
"RE1","S12","ELC002",2040,14.44888988
"RE1","S12","SOL",2020,0
"RE1","S12","SOL",2021,0
"RE1","S12","SOL",2022,0
"RE1","S12","SOL",2023,0
"RE1","S12","SOL",2024,0
"RE1","S12","SOL",2025,0
"RE1","S12","SOL",2026,0
"RE1","S12","SOL",2027,0
"RE1","S12","SOL",2028,0
"RE1","S12","SOL",2029,0
"RE1","S12","SOL",2030,0
"RE1","S12","SOL",2031,0
"RE1","S12","SOL",2032,0
"RE1","S12","SOL",2033,0
"RE1","S12","SOL",2034,0
"RE1","S12","SOL",2035,0
"RE1","S12","SOL",2036,0
"RE1","S12","SOL",2037,0
"RE1","S12","SOL",2038,0
"RE1","S12","SOL",2039,0
"RE1","S12","SOL",2040,0
"RE1","S12","WND",2020,0
"RE1","S12","WND",2021,0
"RE1","S12","WND",2022,0
"RE1","S12","WND",2023,0
"RE1","S12","WND",2024,0
"RE1","S12","WND",2025,0
"RE1","S12","WND",2026,0
"RE1","S12","WND",2027,0
"RE1","S12","WND",2028,0
"RE1","S12","WND",2029,0
"RE1","S12","WND",2030,0
"RE1","S12","WND",2031,0
"RE1","S12","WND",2032,0
"RE1","S12","WND",2033,0
"RE1","S12","WND",2034,0
"RE1","S12","WND",2035,0
"RE1","S12","WND",2036,0
"RE1","S12","WND",2037,0
"RE1","S12","WND",2038,0
"RE1","S12","WND",2039,0
"RE1","S12","WND",2040,0
"RE1","S12","HYD",2020,0
"RE1","S12","HYD",2021,0
"RE1","S12","HYD",2022,0
"RE1","S12","HYD",2023,0
"RE1","S12","HYD",2024,0
"RE1","S12","HYD",2025,0
"RE1","S12","HYD",2026,0
"RE1","S12","HYD",2027,0
"RE1","S12","HYD",2028,0
"RE1","S12","HYD",2029,0
"RE1","S12","HYD",2030,0
"RE1","S12","HYD",2031,0
"RE1","S12","HYD",2032,0
"RE1","S12","HYD",2033,0
"RE1","S12","HYD",2034,0
"RE1","S12","HYD",2035,0
"RE1","S12","HYD",2036,0
"RE1","S12","HYD",2037,0
"RE1","S12","HYD",2038,0
"RE1","S12","HYD",2039,0
"RE1","S12","HYD",2040,0
"RE1","S21","COA",2020,0
"RE1","S21","COA",2021,0
"RE1","S21","COA",2022,0
"RE1","S21","COA",2023,0
"RE1","S21","COA",2024,0
"RE1","S21","COA",2025,0
"RE1","S21","COA",2026,0
"RE1","S21","COA",2027,0
"RE1","S21","COA",2028,0
"RE1","S21","COA",2029,0
"RE1","S21","COA",2030,0
"RE1","S21","COA",2031,0
"RE1","S21","COA",2032,0
"RE1","S21","COA",2033,0
"RE1","S21","COA",2034,0
"RE1","S21","COA",2035,0
"RE1","S21","COA",2036,0
"RE1","S21","COA",2037,0
"RE1","S21","COA",2038,0
"RE1","S21","COA",2039,0
"RE1","S21","COA",2040,0
"RE1","S21","GAS",2020,0
"RE1","S21","GAS",2021,0
"RE1","S21","GAS",2022,0
"RE1","S21","GAS",2023,0
"RE1","S21","GAS",2024,0
"RE1","S21","GAS",2025,0
"RE1","S21","GAS",2026,0
"RE1","S21","GAS",2027,0
"RE1","S21","GAS",2028,0
"RE1","S21","GAS",2029,0
"RE1","S21","GAS",2030,0
"RE1","S21","GAS",2031,0
"RE1","S21","GAS",2032,0
"RE1","S21","GAS",2033,0
"RE1","S21","GAS",2034,0
"RE1","S21","GAS",2035,0
"RE1","S21","GAS",2036,0
"RE1","S21","GAS",2037,0
"RE1","S21","GAS",2038,0
"RE1","S21","GAS",2039,0
"RE1","S21","GAS",2040,0
"RE1","S21","ELC001",2020,0
"RE1","S21","ELC001",2021,0
"RE1","S21","ELC001",2022,0
"RE1","S21","ELC001",2023,0
"RE1","S21","ELC001",2024,0
"RE1","S21","ELC001",2025,0
"RE1","S21","ELC001",2026,0
"RE1","S21","ELC001",2027,0
"RE1","S21","ELC001",2028,0
"RE1","S21","ELC001",2029,0
"RE1","S21","ELC001",2030,0
"RE1","S21","ELC001",2031,0
"RE1","S21","ELC001",2032,0
"RE1","S21","ELC001",2033,0
"RE1","S21","ELC001",2034,0
"RE1","S21","ELC001",2035,0
"RE1","S21","ELC001",2036,0
"RE1","S21","ELC001",2037,0
"RE1","S21","ELC001",2038,0
"RE1","S21","ELC001",2039,0
"RE1","S21","ELC001",2040,0
"RE1","S21","ELC002",2020,18
"RE1","S21","ELC002",2021,18.54
"RE1","S21","ELC002",2022,19.0962
"RE1","S21","ELC002",2023,19.669086
"RE1","S21","ELC002",2024,20.25915858
"RE1","S21","ELC002",2025,20.866933332
"RE1","S21","ELC002",2026,21.492941346
"RE1","S21","ELC002",2027,22.13772957
"RE1","S21","ELC002",2028,22.801861458
"RE1","S21","ELC002",2029,23.485917312
"RE1","S21","ELC002",2030,24.190494822
"RE1","S21","ELC002",2031,24.916209678
"RE1","S21","ELC002",2032,25.663695966
"RE1","S21","ELC002",2033,26.433606834
"RE1","S21","ELC002",2034,27.22661505
"RE1","S21","ELC002",2035,28.043413506
"RE1","S21","ELC002",2036,28.884715902
"RE1","S21","ELC002",2037,29.751257376
"RE1","S21","ELC002",2038,30.643795098
"RE1","S21","ELC002",2039,31.563108954
"RE1","S21","ELC002",2040,32.51000223
"RE1","S21","SOL",2020,0
"RE1","S21","SOL",2021,0
"RE1","S21","SOL",2022,0
"RE1","S21","SOL",2023,0
"RE1","S21","SOL",2024,0
"RE1","S21","SOL",2025,0
"RE1","S21","SOL",2026,0
"RE1","S21","SOL",2027,0
"RE1","S21","SOL",2028,0
"RE1","S21","SOL",2029,0
"RE1","S21","SOL",2030,0
"RE1","S21","SOL",2031,0
"RE1","S21","SOL",2032,0
"RE1","S21","SOL",2033,0
"RE1","S21","SOL",2034,0
"RE1","S21","SOL",2035,0
"RE1","S21","SOL",2036,0
"RE1","S21","SOL",2037,0
"RE1","S21","SOL",2038,0
"RE1","S21","SOL",2039,0
"RE1","S21","SOL",2040,0
"RE1","S21","WND",2020,0
"RE1","S21","WND",2021,0
"RE1","S21","WND",2022,0
"RE1","S21","WND",2023,0
"RE1","S21","WND",2024,0
"RE1","S21","WND",2025,0
"RE1","S21","WND",2026,0
"RE1","S21","WND",2027,0
"RE1","S21","WND",2028,0
"RE1","S21","WND",2029,0
"RE1","S21","WND",2030,0
"RE1","S21","WND",2031,0
"RE1","S21","WND",2032,0
"RE1","S21","WND",2033,0
"RE1","S21","WND",2034,0
"RE1","S21","WND",2035,0
"RE1","S21","WND",2036,0
"RE1","S21","WND",2037,0
"RE1","S21","WND",2038,0
"RE1","S21","WND",2039,0
"RE1","S21","WND",2040,0
"RE1","S21","HYD",2020,0
"RE1","S21","HYD",2021,0
"RE1","S21","HYD",2022,0
"RE1","S21","HYD",2023,0
"RE1","S21","HYD",2024,0
"RE1","S21","HYD",2025,0
"RE1","S21","HYD",2026,0
"RE1","S21","HYD",2027,0
"RE1","S21","HYD",2028,0
"RE1","S21","HYD",2029,0
"RE1","S21","HYD",2030,0
"RE1","S21","HYD",2031,0
"RE1","S21","HYD",2032,0
"RE1","S21","HYD",2033,0
"RE1","S21","HYD",2034,0
"RE1","S21","HYD",2035,0
"RE1","S21","HYD",2036,0
"RE1","S21","HYD",2037,0
"RE1","S21","HYD",2038,0
"RE1","S21","HYD",2039,0
"RE1","S21","HYD",2040,0
"RE1","S22","COA",2020,0
"RE1","S22","COA",2021,0
"RE1","S22","COA",2022,0
"RE1","S22","COA",2023,0
"RE1","S22","COA",2024,0
"RE1","S22","COA",2025,0
"RE1","S22","COA",2026,0
"RE1","S22","COA",2027,0
"RE1","S22","COA",2028,0
"RE1","S22","COA",2029,0
"RE1","S22","COA",2030,0
"RE1","S22","COA",2031,0
"RE1","S22","COA",2032,0
"RE1","S22","COA",2033,0
"RE1","S22","COA",2034,0
"RE1","S22","COA",2035,0
"RE1","S22","COA",2036,0
"RE1","S22","COA",2037,0
"RE1","S22","COA",2038,0
"RE1","S22","COA",2039,0
"RE1","S22","COA",2040,0
"RE1","S22","GAS",2020,0
"RE1","S22","GAS",2021,0
"RE1","S22","GAS",2022,0
"RE1","S22","GAS",2023,0
"RE1","S22","GAS",2024,0
"RE1","S22","GAS",2025,0
"RE1","S22","GAS",2026,0
"RE1","S22","GAS",2027,0
"RE1","S22","GAS",2028,0
"RE1","S22","GAS",2029,0
"RE1","S22","GAS",2030,0
"RE1","S22","GAS",2031,0
"RE1","S22","GAS",2032,0
"RE1","S22","GAS",2033,0
"RE1","S22","GAS",2034,0
"RE1","S22","GAS",2035,0
"RE1","S22","GAS",2036,0
"RE1","S22","GAS",2037,0
"RE1","S22","GAS",2038,0
"RE1","S22","GAS",2039,0
"RE1","S22","GAS",2040,0
"RE1","S22","ELC001",2020,0
"RE1","S22","ELC001",2021,0
"RE1","S22","ELC001",2022,0
"RE1","S22","ELC001",2023,0
"RE1","S22","ELC001",2024,0
"RE1","S22","ELC001",2025,0
"RE1","S22","ELC001",2026,0
"RE1","S22","ELC001",2027,0
"RE1","S22","ELC001",2028,0
"RE1","S22","ELC001",2029,0
"RE1","S22","ELC001",2030,0
"RE1","S22","ELC001",2031,0
"RE1","S22","ELC001",2032,0
"RE1","S22","ELC001",2033,0
"RE1","S22","ELC001",2034,0
"RE1","S22","ELC001",2035,0
"RE1","S22","ELC001",2036,0
"RE1","S22","ELC001",2037,0
"RE1","S22","ELC001",2038,0
"RE1","S22","ELC001",2039,0
"RE1","S22","ELC001",2040,0
"RE1","S22","ELC002",2020,42
"RE1","S22","ELC002",2021,43.26
"RE1","S22","ELC002",2022,44.5578
"RE1","S22","ELC002",2023,45.894534
"RE1","S22","ELC002",2024,47.27137002
"RE1","S22","ELC002",2025,48.689511108
"RE1","S22","ELC002",2026,50.150196474
"RE1","S22","ELC002",2027,51.65470233
"RE1","S22","ELC002",2028,53.204343402
"RE1","S22","ELC002",2029,54.800473728
"RE1","S22","ELC002",2030,56.444487918
"RE1","S22","ELC002",2031,58.137822582
"RE1","S22","ELC002",2032,59.881957254
"RE1","S22","ELC002",2033,61.678415946
"RE1","S22","ELC002",2034,63.52876845
"RE1","S22","ELC002",2035,65.434631514
"RE1","S22","ELC002",2036,67.397670438
"RE1","S22","ELC002",2037,69.419600544
"RE1","S22","ELC002",2038,71.502188562
"RE1","S22","ELC002",2039,73.647254226
"RE1","S22","ELC002",2040,75.85667187
"RE1","S22","SOL",2020,0
"RE1","S22","SOL",2021,0
"RE1","S22","SOL",2022,0
"RE1","S22","SOL",2023,0
"RE1","S22","SOL",2024,0
"RE1","S22","SOL",2025,0
"RE1","S22","SOL",2026,0
"RE1","S22","SOL",2027,0
"RE1","S22","SOL",2028,0
"RE1","S22","SOL",2029,0
"RE1","S22","SOL",2030,0
"RE1","S22","SOL",2031,0
"RE1","S22","SOL",2032,0
"RE1","S22","SOL",2033,0
"RE1","S22","SOL",2034,0
"RE1","S22","SOL",2035,0
"RE1","S22","SOL",2036,0
"RE1","S22","SOL",2037,0
"RE1","S22","SOL",2038,0
"RE1","S22","SOL",2039,0
"RE1","S22","SOL",2040,0
"RE1","S22","WND",2020,0
"RE1","S22","WND",2021,0
"RE1","S22","WND",2022,0
"RE1","S22","WND",2023,0
"RE1","S22","WND",2024,0
"RE1","S22","WND",2025,0
"RE1","S22","WND",2026,0
"RE1","S22","WND",2027,0
"RE1","S22","WND",2028,0
"RE1","S22","WND",2029,0
"RE1","S22","WND",2030,0
"RE1","S22","WND",2031,0
"RE1","S22","WND",2032,0
"RE1","S22","WND",2033,0
"RE1","S22","WND",2034,0
"RE1","S22","WND",2035,0
"RE1","S22","WND",2036,0
"RE1","S22","WND",2037,0
"RE1","S22","WND",2038,0
"RE1","S22","WND",2039,0
"RE1","S22","WND",2040,0
"RE1","S22","HYD",2020,0
"RE1","S22","HYD",2021,0
"RE1","S22","HYD",2022,0
"RE1","S22","HYD",2023,0
"RE1","S22","HYD",2024,0
"RE1","S22","HYD",2025,0
"RE1","S22","HYD",2026,0
"RE1","S22","HYD",2027,0
"RE1","S22","HYD",2028,0
"RE1","S22","HYD",2029,0
"RE1","S22","HYD",2030,0
"RE1","S22","HYD",2031,0
"RE1","S22","HYD",2032,0
"RE1","S22","HYD",2033,0
"RE1","S22","HYD",2034,0
"RE1","S22","HYD",2035,0
"RE1","S22","HYD",2036,0
"RE1","S22","HYD",2037,0
"RE1","S22","HYD",2038,0
"RE1","S22","HYD",2039,0
"RE1","S22","HYD",2040,0
