r,t,y,DiscountedSalvageValue
RE1,DEMAGRSURWAT,2025,0.1594
RE1,DEMAGRSURWAT,2026,0.1584
RE1,DEMAGRSURWAT,2027,0.1736
RE1,DEMAGRSURWAT,2028,0.2157
RE1,DEMAGRSURWAT,2029,0.2065
RE1,DEMAGRSURWAT,2030,0.2215
RE1,DEMAGRSURWAT,2031,0.0264
RE1,DEMAGRSURWAT,2032,0.029
RE1,DEMAGRSURWAT,2033,0.0316
RE1,DEMAGRSURWAT,2034,0.0771
RE1,DEMAGRSURWAT,2035,0.0363
RE1,DEMPWRSURWAT,2020,0.0016
RE1,DEMPWRSURWAT,2021,0.0108
RE1,DEMPWRSURWAT,2022,0.0176
RE1,DEMPWRSURWAT,2023,0.0237
RE1,DEMPWRSURWAT,2024,0.0287
RE1,DEMPWRSURWAT,2025,0.0373
RE1,DEMPWRSURWAT,2026,0.052
RE1,DEMPWRSURWAT,2027,0.0464
RE1,DEMPWRSURWAT,2028,0.052
RE1,DEMPWRSURWAT,2029,0.0632
RE1,DEMPWRSURWAT,2030,0.0442
RE1,DEMPWRSURWAT,2031,0.0772
RE1,DEMPWRSURWAT,2032,0.0891
RE1,DEMPWRSURWAT,2033,0.0986
RE1,DEMPWRSURWAT,2034,0.1118
RE1,DEMPWRSURWAT,2035,0.1221
RE1,DEMPUBSURWAT,2021,0.2863
RE1,DEMPUBSURWAT,2022,0.4101
RE1,DEMPUBSURWAT,2023,0.4914
RE1,DEMPUBSURWAT,2024,0.5838
RE1,DEMPUBSURWAT,2025,0.69
RE1,DEMPUBSURWAT,2026,0.7944
RE1,DEMPUBSURWAT,2027,0.9043
RE1,DEMPUBSURWAT,2028,1.042
RE1,DEMPUBSURWAT,2029,1.1648
RE1,DEMPUBSURWAT,2030,1.3191
RE1,DEMPUBSURWAT,2031,1.4687
RE1,DEMPUBSURWAT,2032,1.6258
RE1,DEMPUBSURWAT,2033,1.8059
RE1,DEMPUBSURWAT,2034,1.9952
RE1,DEMPUBSURWAT,2035,2.2114
