r_x,f,t,y,m,r_y,l,r,ProductionByTechnologyByMode
RE1,PWRWAT,DEMPWRSURWAT,2027,1,RE1,S11,RE1,0.0182
RE1,PWRWAT,DEMPWRSURWAT,2028,1,RE1,S11,RE1,0.0195
RE1,PWRWAT,DEMPWRSURWAT,2029,1,RE1,S11,RE1,0.0212
RE1,PWRWAT,DEMPWRSURWAT,2030,1,RE1,S11,RE1,0.0229
RE1,PWRWAT,DEMPWRSURWAT,2031,1,RE1,S11,RE1,0.0247
RE1,PWRWAT,DEMPWRSURWAT,2032,1,RE1,S11,RE1,0.0287
RE1,PWRWAT,DEMPWRSURWAT,2033,1,RE1,S11,RE1,0.0287
RE1,PWRWAT,DEMPWRSURWAT,2034,1,RE1,S11,RE1,0.0305
RE1,PWRWAT,DEMPWRSURWAT,2035,1,RE1,S11,RE1,0.0327
RE1,TRABIO,DEMTRABIO,2020,1,RE1,S11,RE1,3.3599
RE1,TRABIO,DEMTRABIO,2021,1,RE1,S11,RE1,3.4609
RE1,TRABIO,DEMTRABIO,2022,1,RE1,S11,RE1,3.5615
RE1,TRABIO,DEMTRABIO,2023,1,RE1,S11,RE1,3.6625
RE1,TRABIO,DEMTRABIO,2024,1,RE1,S11,RE1,3.7632
RE1,TRABIO,DEMTRABIO,2025,1,RE1,S11,RE1,3.8976
RE1,TRABIO,DEMTRABIO,2026,1,RE1,S11,RE1,3.9985
RE1,TRABIO,DEMTRABIO,2027,1,RE1,S11,RE1,4.0992
RE1,TRABIO,DEMTRABIO,2028,1,RE1,S11,RE1,4.2336
RE1,TRABIO,DEMTRABIO,2029,1,RE1,S11,RE1,4.368
RE1,TRABIO,DEMTRABIO,2030,1,RE1,S11,RE1,4.5025
RE1,TRABIO,DEMTRABIO,2031,1,RE1,S11,RE1,4.6369
RE1,TRABIO,DEMTRABIO,2032,1,RE1,S11,RE1,4.7713
RE1,TRABIO,DEMTRABIO,2033,1,RE1,S11,RE1,4.9057
RE1,TRABIO,DEMTRABIO,2034,1,RE1,S11,RE1,5.0401
RE1,TRABIO,DEMTRABIO,2035,1,RE1,S11,RE1,5.1743
RE1,LBLT,LNDBLT,2020,1,RE1,S11,RE1,5.04
RE1,LBLT,LNDBLT,2021,1,RE1,S11,RE1,5.1072
RE1,LBLT,LNDBLT,2022,1,RE1,S11,RE1,5.1408
RE1,LBLT,LNDBLT,2023,1,RE1,S11,RE1,5.208
RE1,LBLT,LNDBLT,2024,1,RE1,S11,RE1,5.2416
RE1,LBLT,LNDBLT,2025,1,RE1,S11,RE1,5.3088
RE1,LBLT,LNDBLT,2026,1,RE1,S11,RE1,5.3424
RE1,LBLT,LNDBLT,2027,1,RE1,S11,RE1,5.4096
RE1,LBLT,LNDBLT,2028,1,RE1,S11,RE1,5.4432
RE1,LBLT,LNDBLT,2029,1,RE1,S11,RE1,5.5104
RE1,LBLT,LNDBLT,2030,1,RE1,S11,RE1,5.5776
RE1,LBLT,LNDBLT,2031,1,RE1,S11,RE1,5.6112
RE1,LBLT,LNDBLT,2032,1,RE1,S11,RE1,5.6784
RE1,LBLT,LNDBLT,2033,1,RE1,S11,RE1,5.7456
RE1,LBLT,LNDBLT,2034,1,RE1,S11,RE1,5.7792
RE1,LBLT,LNDBLT,2035,1,RE1,S11,RE1,5.8464
RE1,WTREVT,LNDBLT,2020,1,RE1,S11,RE1,3.78
RE1,WTREVT,LNDBLT,2021,1,RE1,S11,RE1,3.7793
RE1,WTREVT,LNDBLT,2022,1,RE1,S11,RE1,3.7528
RE1,WTREVT,LNDBLT,2023,1,RE1,S11,RE1,3.7498
RE1,WTREVT,LNDBLT,2024,1,RE1,S11,RE1,3.7215
RE1,WTREVT,LNDBLT,2025,1,RE1,S11,RE1,3.7162
RE1,WTREVT,LNDBLT,2026,1,RE1,S11,RE1,3.6863
RE1,WTREVT,LNDBLT,2027,1,RE1,S11,RE1,3.6785
RE1,WTREVT,LNDBLT,2028,1,RE1,S11,RE1,3.7014
RE1,WTREVT,LNDBLT,2029,1,RE1,S11,RE1,3.692
RE1,WTREVT,LNDBLT,2030,1,RE1,S11,RE1,3.737
RE1,WTREVT,LNDBLT,2031,1,RE1,S11,RE1,3.7034
RE1,WTREVT,LNDBLT,2032,1,RE1,S11,RE1,3.7477
RE1,WTREVT,LNDBLT,2033,1,RE1,S11,RE1,3.7921
RE1,WTREVT,LNDBLT,2034,1,RE1,S11,RE1,3.8143
RE1,WTREVT,LNDBLT,2035,1,RE1,S11,RE1,3.8586
RE1,WTRGWT,LNDBLT,2020,1,RE1,S11,RE1,0.2016
RE1,WTRGWT,LNDBLT,2021,1,RE1,S11,RE1,0.2043
RE1,WTRGWT,LNDBLT,2022,1,RE1,S11,RE1,0.2056
RE1,WTRGWT,LNDBLT,2023,1,RE1,S11,RE1,0.2083
RE1,WTRGWT,LNDBLT,2024,1,RE1,S11,RE1,0.2097
RE1,WTRGWT,LNDBLT,2025,1,RE1,S11,RE1,0.2124
RE1,WTRGWT,LNDBLT,2026,1,RE1,S11,RE1,0.2137
RE1,WTRGWT,LNDBLT,2027,1,RE1,S11,RE1,0.2164
RE1,WTRGWT,LNDBLT,2028,1,RE1,S11,RE1,0.2177
RE1,WTRGWT,LNDBLT,2029,1,RE1,S11,RE1,0.2204
RE1,WTRGWT,LNDBLT,2030,1,RE1,S11,RE1,0.2231
RE1,WTRGWT,LNDBLT,2031,1,RE1,S11,RE1,0.2244
RE1,WTRGWT,LNDBLT,2032,1,RE1,S11,RE1,0.2271
RE1,WTRGWT,LNDBLT,2033,1,RE1,S11,RE1,0.2298
RE1,WTRGWT,LNDBLT,2034,1,RE1,S11,RE1,0.2312
RE1,WTRGWT,LNDBLT,2035,1,RE1,S11,RE1,0.1754
RE1,WTRRUN,LNDBLT,2020,1,RE1,S11,RE1,2.0664
RE1,WTRRUN,LNDBLT,2021,1,RE1,S11,RE1,2.0429
RE1,WTRRUN,LNDBLT,2022,1,RE1,S11,RE1,2.0563
RE1,WTRRUN,LNDBLT,2023,1,RE1,S11,RE1,2.0311
RE1,WTRRUN,LNDBLT,2024,1,RE1,S11,RE1,2.0442
RE1,WTRRUN,LNDBLT,2025,1,RE1,S11,RE1,2.0173
RE1,WTRRUN,LNDBLT,2026,1,RE1,S11,RE1,2.0301
RE1,WTRRUN,LNDBLT,2027,1,RE1,S11,RE1,2.0016
RE1,WTRRUN,LNDBLT,2028,1,RE1,S11,RE1,2.014
RE1,WTRRUN,LNDBLT,2029,1,RE1,S11,RE1,1.9837
RE1,WTRRUN,LNDBLT,2030,1,RE1,S11,RE1,2.0079
RE1,WTRRUN,LNDBLT,2031,1,RE1,S11,RE1,2.02
RE1,WTRRUN,LNDBLT,2032,1,RE1,S11,RE1,2.0442
RE1,WTRRUN,LNDBLT,2033,1,RE1,S11,RE1,2.0684
RE1,WTRRUN,LNDBLT,2034,1,RE1,S11,RE1,2.0805
RE1,WTRRUN,LNDBLT,2035,1,RE1,S11,RE1,2.1047
RE1,LFOR,LNDFOR,2020,1,RE1,S11,RE1,85.2096
RE1,LFOR,LNDFOR,2021,1,RE1,S11,RE1,85.1483
RE1,LFOR,LNDFOR,2022,1,RE1,S11,RE1,85.1258
RE1,LFOR,LNDFOR,2023,1,RE1,S11,RE1,85.0718
RE1,LFOR,LNDFOR,2024,1,RE1,S11,RE1,85.0511
RE1,LFOR,LNDFOR,2025,1,RE1,S11,RE1,84.9904
RE1,LFOR,LNDFOR,2026,1,RE1,S11,RE1,84.9719
RE1,LFOR,LNDFOR,2027,1,RE1,S11,RE1,84.6146
RE1,LFOR,LNDFOR,2028,1,RE1,S11,RE1,84.8946
RE1,LFOR,LNDFOR,2029,1,RE1,S11,RE1,84.5225
RE1,LFOR,LNDFOR,2030,1,RE1,S11,RE1,84.5726
RE1,LFOR,LNDFOR,2031,1,RE1,S11,RE1,84.5726
RE1,LFOR,LNDFOR,2032,1,RE1,S11,RE1,84.5726
RE1,LFOR,LNDFOR,2033,1,RE1,S11,RE1,84.5726
RE1,LFOR,LNDFOR,2034,1,RE1,S11,RE1,84.5726
RE1,LFOR,LNDFOR,2035,1,RE1,S11,RE1,84.5726
RE1,WTREVT,LNDFOR,2020,1,RE1,S11,RE1,72.4282
RE1,WTREVT,LNDFOR,2021,1,RE1,S11,RE1,71.5246
RE1,WTREVT,LNDFOR,2022,1,RE1,S11,RE1,70.6544
RE1,WTREVT,LNDFOR,2023,1,RE1,S11,RE1,69.7589
RE1,WTREVT,LNDFOR,2024,1,RE1,S11,RE1,68.8914
RE1,WTREVT,LNDFOR,2025,1,RE1,S11,RE1,67.9923
RE1,WTREVT,LNDFOR,2026,1,RE1,S11,RE1,67.1278
RE1,WTREVT,LNDFOR,2027,1,RE1,S11,RE1,65.9994
RE1,WTREVT,LNDFOR,2028,1,RE1,S11,RE1,65.3689
RE1,WTREVT,LNDFOR,2029,1,RE1,S11,RE1,64.2371
RE1,WTREVT,LNDFOR,2030,1,RE1,S11,RE1,63.4295
RE1,WTREVT,LNDFOR,2031,1,RE1,S11,RE1,63.4295
RE1,WTREVT,LNDFOR,2032,1,RE1,S11,RE1,63.4295
RE1,WTREVT,LNDFOR,2033,1,RE1,S11,RE1,63.4295
RE1,WTREVT,LNDFOR,2034,1,RE1,S11,RE1,63.4295
RE1,WTREVT,LNDFOR,2035,1,RE1,S11,RE1,62.5837
RE1,WTRGWT,LNDFOR,2020,1,RE1,S11,RE1,2.5563
RE1,WTRGWT,LNDFOR,2021,1,RE1,S11,RE1,2.5544
RE1,WTRGWT,LNDFOR,2022,1,RE1,S11,RE1,2.5538
RE1,WTRGWT,LNDFOR,2023,1,RE1,S11,RE1,2.5522
RE1,WTRGWT,LNDFOR,2024,1,RE1,S11,RE1,2.5515
RE1,WTRGWT,LNDFOR,2025,1,RE1,S11,RE1,2.5497
RE1,WTRGWT,LNDFOR,2026,1,RE1,S11,RE1,2.5492
RE1,WTRGWT,LNDFOR,2027,1,RE1,S11,RE1,2.5384
RE1,WTRGWT,LNDFOR,2028,1,RE1,S11,RE1,2.5468
RE1,WTRGWT,LNDFOR,2029,1,RE1,S11,RE1,2.5357
RE1,WTRGWT,LNDFOR,2030,1,RE1,S11,RE1,2.5372
RE1,WTRGWT,LNDFOR,2031,1,RE1,S11,RE1,2.5372
RE1,WTRGWT,LNDFOR,2032,1,RE1,S11,RE1,2.5372
RE1,WTRGWT,LNDFOR,2033,1,RE1,S11,RE1,2.5372
RE1,WTRGWT,LNDFOR,2034,1,RE1,S11,RE1,2.5372
RE1,WTRGWT,LNDFOR,2035,1,RE1,S11,RE1,2.5372
RE1,WTRRUN,LNDFOR,2020,1,RE1,S11,RE1,27.2671
RE1,WTRRUN,LNDFOR,2021,1,RE1,S11,RE1,27.2474
RE1,WTRRUN,LNDFOR,2022,1,RE1,S11,RE1,26.389
RE1,WTRRUN,LNDFOR,2023,1,RE1,S11,RE1,26.3722
RE1,WTRRUN,LNDFOR,2024,1,RE1,S11,RE1,25.5153
RE1,WTRRUN,LNDFOR,2025,1,RE1,S11,RE1,25.4971
RE1,WTRRUN,LNDFOR,2026,1,RE1,S11,RE1,25.4916
RE1,WTRRUN,LNDFOR,2027,1,RE1,S11,RE1,24.5382
RE1,WTRRUN,LNDFOR,2028,1,RE1,S11,RE1,24.6194
RE1,WTRRUN,LNDFOR,2029,1,RE1,S11,RE1,23.6663
RE1,WTRRUN,LNDFOR,2030,1,RE1,S11,RE1,23.6803
RE1,WTRRUN,LNDFOR,2031,1,RE1,S11,RE1,23.6803
RE1,WTRRUN,LNDFOR,2032,1,RE1,S11,RE1,23.6803
RE1,WTRRUN,LNDFOR,2033,1,RE1,S11,RE1,23.6803
RE1,WTRRUN,LNDFOR,2034,1,RE1,S11,RE1,23.6803
RE1,WTRRUN,LNDFOR,2035,1,RE1,S11,RE1,23.6803
RE1,CRPMAI,LNDMAIIRR,2020,1,RE1,S11,RE1,0.0521
RE1,CRPMAI,LNDMAIIRR,2021,1,RE1,S11,RE1,0.1131
RE1,CRPMAI,LNDMAIIRR,2022,1,RE1,S11,RE1,0.1744
RE1,CRPMAI,LNDMAIIRR,2023,1,RE1,S11,RE1,0.2354
RE1,CRPMAI,LNDMAIIRR,2024,1,RE1,S11,RE1,0.2967
RE1,CRPMAI,LNDMAIIRR,2025,1,RE1,S11,RE1,0.3617
RE1,CRPMAI,LNDMAIIRR,2026,1,RE1,S11,RE1,0.423
RE1,CRPMAI,LNDMAIIRR,2027,1,RE1,S11,RE1,0.4847
RE1,CRPMAI,LNDMAIIRR,2028,1,RE1,S11,RE1,0.55
RE1,CRPMAI,LNDMAIIRR,2029,1,RE1,S11,RE1,0.6153
RE1,CRPMAI,LNDMAIIRR,2030,1,RE1,S11,RE1,0.681
RE1,CRPMAI,LNDMAIIRR,2031,1,RE1,S11,RE1,0.6999
RE1,CRPMAI,LNDMAIIRR,2032,1,RE1,S11,RE1,0.7189
RE1,CRPMAI,LNDMAIIRR,2033,1,RE1,S11,RE1,0.7378
RE1,CRPMAI,LNDMAIIRR,2034,1,RE1,S11,RE1,0.7567
RE1,CRPMAI,LNDMAIIRR,2035,1,RE1,S11,RE1,0.776
RE1,WTREVT,LNDMAIIRR,2020,1,RE1,S11,RE1,0.0571
RE1,WTREVT,LNDMAIIRR,2021,1,RE1,S11,RE1,0.124
RE1,WTREVT,LNDMAIIRR,2022,1,RE1,S11,RE1,0.1912
RE1,WTREVT,LNDMAIIRR,2023,1,RE1,S11,RE1,0.2581
RE1,WTREVT,LNDMAIIRR,2024,1,RE1,S11,RE1,0.3253
RE1,WTREVT,LNDMAIIRR,2025,1,RE1,S11,RE1,0.3966
RE1,WTREVT,LNDMAIIRR,2026,1,RE1,S11,RE1,0.4638
RE1,WTREVT,LNDMAIIRR,2027,1,RE1,S11,RE1,0.5315
RE1,WTREVT,LNDMAIIRR,2028,1,RE1,S11,RE1,0.6031
RE1,WTREVT,LNDMAIIRR,2029,1,RE1,S11,RE1,0.6747
RE1,WTREVT,LNDMAIIRR,2030,1,RE1,S11,RE1,0.7467
RE1,WTREVT,LNDMAIIRR,2031,1,RE1,S11,RE1,0.7674
RE1,WTREVT,LNDMAIIRR,2032,1,RE1,S11,RE1,0.7882
RE1,WTREVT,LNDMAIIRR,2033,1,RE1,S11,RE1,0.809
RE1,WTREVT,LNDMAIIRR,2034,1,RE1,S11,RE1,0.8298
RE1,WTREVT,LNDMAIIRR,2035,1,RE1,S11,RE1,0.8509
RE1,WTRGWT,LNDMAIIRR,2020,1,RE1,S11,RE1,0.0114
RE1,WTRGWT,LNDMAIIRR,2021,1,RE1,S11,RE1,0.0248
RE1,WTRGWT,LNDMAIIRR,2022,1,RE1,S11,RE1,0.0382
RE1,WTRGWT,LNDMAIIRR,2023,1,RE1,S11,RE1,0.0516
RE1,WTRGWT,LNDMAIIRR,2024,1,RE1,S11,RE1,0.0651
RE1,WTRGWT,LNDMAIIRR,2025,1,RE1,S11,RE1,0.0793
RE1,WTRGWT,LNDMAIIRR,2026,1,RE1,S11,RE1,0.0928
RE1,WTRGWT,LNDMAIIRR,2027,1,RE1,S11,RE1,0.1063
RE1,WTRGWT,LNDMAIIRR,2028,1,RE1,S11,RE1,0.1206
RE1,WTRGWT,LNDMAIIRR,2029,1,RE1,S11,RE1,0.1349
RE1,WTRGWT,LNDMAIIRR,2030,1,RE1,S11,RE1,0.1493
RE1,WTRGWT,LNDMAIIRR,2031,1,RE1,S11,RE1,0.1535
RE1,WTRGWT,LNDMAIIRR,2032,1,RE1,S11,RE1,0.1576
RE1,WTRGWT,LNDMAIIRR,2033,1,RE1,S11,RE1,0.1618
RE1,WTRGWT,LNDMAIIRR,2034,1,RE1,S11,RE1,0.166
RE1,WTRGWT,LNDMAIIRR,2035,1,RE1,S11,RE1,0.1702
RE1,WTRRUN,LNDMAIIRR,2020,1,RE1,S11,RE1,0.1028
RE1,WTRRUN,LNDMAIIRR,2021,1,RE1,S11,RE1,0.2231
RE1,WTRRUN,LNDMAIIRR,2022,1,RE1,S11,RE1,0.3442
RE1,WTRRUN,LNDMAIIRR,2023,1,RE1,S11,RE1,0.4646
RE1,WTRRUN,LNDMAIIRR,2024,1,RE1,S11,RE1,0.5856
RE1,WTRRUN,LNDMAIIRR,2025,1,RE1,S11,RE1,0.7139
RE1,WTRRUN,LNDMAIIRR,2026,1,RE1,S11,RE1,0.8349
RE1,WTRRUN,LNDMAIIRR,2027,1,RE1,S11,RE1,0.9566
RE1,WTRRUN,LNDMAIIRR,2028,1,RE1,S11,RE1,1.0855
RE1,WTRRUN,LNDMAIIRR,2029,1,RE1,S11,RE1,1.2144
RE1,WTRRUN,LNDMAIIRR,2030,1,RE1,S11,RE1,1.344
RE1,WTRRUN,LNDMAIIRR,2031,1,RE1,S11,RE1,1.3814
RE1,WTRRUN,LNDMAIIRR,2032,1,RE1,S11,RE1,1.4188
RE1,WTRRUN,LNDMAIIRR,2033,1,RE1,S11,RE1,1.4562
RE1,WTRRUN,LNDMAIIRR,2034,1,RE1,S11,RE1,1.4936
RE1,WTRRUN,LNDMAIIRR,2035,1,RE1,S11,RE1,1.5317
RE1,CRPMAI,LNDMAIRNF,2020,1,RE1,S11,RE1,0.467
RE1,CRPMAI,LNDMAIRNF,2021,1,RE1,S11,RE1,0.4203
RE1,CRPMAI,LNDMAIRNF,2022,1,RE1,S11,RE1,0.3736
RE1,CRPMAI,LNDMAIRNF,2023,1,RE1,S11,RE1,0.3269
RE1,CRPMAI,LNDMAIRNF,2024,1,RE1,S11,RE1,0.2802
RE1,CRPMAI,LNDMAIRNF,2025,1,RE1,S11,RE1,0.2335
RE1,CRPMAI,LNDMAIRNF,2026,1,RE1,S11,RE1,0.1868
RE1,CRPMAI,LNDMAIRNF,2027,1,RE1,S11,RE1,0.1401
RE1,CRPMAI,LNDMAIRNF,2028,1,RE1,S11,RE1,0.0934
RE1,CRPMAI,LNDMAIRNF,2029,1,RE1,S11,RE1,0.0467
RE1,WTREVT,LNDMAIRNF,2020,1,RE1,S11,RE1,0.551
RE1,WTREVT,LNDMAIRNF,2021,1,RE1,S11,RE1,0.4835
RE1,WTREVT,LNDMAIRNF,2022,1,RE1,S11,RE1,0.4298
RE1,WTREVT,LNDMAIRNF,2023,1,RE1,S11,RE1,0.3664
RE1,WTREVT,LNDMAIRNF,2024,1,RE1,S11,RE1,0.3141
RE1,WTREVT,LNDMAIRNF,2025,1,RE1,S11,RE1,0.2549
RE1,WTREVT,LNDMAIRNF,2026,1,RE1,S11,RE1,0.2039
RE1,WTREVT,LNDMAIRNF,2027,1,RE1,S11,RE1,0.1529
RE1,WTREVT,LNDMAIRNF,2028,1,RE1,S11,RE1,0.0992
RE1,WTREVT,LNDMAIRNF,2029,1,RE1,S11,RE1,0.0496
RE1,WTRGWT,LNDMAIRNF,2020,1,RE1,S11,RE1,0.1102
RE1,WTRGWT,LNDMAIRNF,2021,1,RE1,S11,RE1,0.0992
RE1,WTRGWT,LNDMAIRNF,2022,1,RE1,S11,RE1,0.0882
RE1,WTRGWT,LNDMAIRNF,2023,1,RE1,S11,RE1,0.0771
RE1,WTRGWT,LNDMAIRNF,2024,1,RE1,S11,RE1,0.0661
RE1,WTRGWT,LNDMAIRNF,2025,1,RE1,S11,RE1,0.0482
RE1,WTRGWT,LNDMAIRNF,2026,1,RE1,S11,RE1,0.0386
RE1,WTRGWT,LNDMAIRNF,2027,1,RE1,S11,RE1,0.0289
RE1,WTRGWT,LNDMAIRNF,2028,1,RE1,S11,RE1,0.0193
RE1,WTRGWT,LNDMAIRNF,2029,1,RE1,S11,RE1,0.0096
RE1,WTRRUN,LNDMAIRNF,2020,1,RE1,S11,RE1,0.9919
RE1,WTRRUN,LNDMAIRNF,2021,1,RE1,S11,RE1,0.8803
RE1,WTRRUN,LNDMAIRNF,2022,1,RE1,S11,RE1,0.7715
RE1,WTRRUN,LNDMAIRNF,2023,1,RE1,S11,RE1,0.6654
RE1,WTRRUN,LNDMAIRNF,2024,1,RE1,S11,RE1,0.5621
RE1,WTRRUN,LNDMAIRNF,2025,1,RE1,S11,RE1,0.4615
RE1,WTRRUN,LNDMAIRNF,2026,1,RE1,S11,RE1,0.3692
RE1,WTRRUN,LNDMAIRNF,2027,1,RE1,S11,RE1,0.2728
RE1,WTRRUN,LNDMAIRNF,2028,1,RE1,S11,RE1,0.1791
RE1,WTRRUN,LNDMAIRNF,2029,1,RE1,S11,RE1,0.0882
RE1,CRPRIC,LNDRICIRR,2020,1,RE1,S11,RE1,0.2005
RE1,CRPRIC,LNDRICIRR,2021,1,RE1,S11,RE1,0.2379
RE1,CRPRIC,LNDRICIRR,2022,1,RE1,S11,RE1,0.2815
RE1,CRPRIC,LNDRICIRR,2023,1,RE1,S11,RE1,0.3233
RE1,CRPRIC,LNDRICIRR,2024,1,RE1,S11,RE1,0.3646
